MOBILE_NUM_ID,X_COORD,Y_COORD,DT_MIN,TRAVEL_ID
e000003_900008,126.7029672,37.628667,2023-04-30 07:19,e_e000003
e000003_900008,126.7029672,37.628667,2023-04-30 07:20,e_e000003
e000003_900008,126.7029672,37.628667,2023-04-30 07:21,e_e000003
e000003_900008,126.7029672,37.628667,2023-04-30 07:23,e_e000003
e000003_900008,126.7029672,37.628667,2023-04-30 07:25,e_e000003
e000003_900008,126.7029672,37.628667,2023-04-30 07:26,e_e000003
e000003_900008,126.7029672,37.628667,2023-04-30 07:26,e_e000003
e000003_900008,126.7229249,37.6243589,2023-04-30 07:27,e_e000003
e000003_900008,126.7256638,37.6279169,2023-04-30 07:27,e_e000003
e000003_900008,126.7300977,37.6322031,2023-04-30 07:28,e_e000003
e000003_900008,126.735981,37.6352741,2023-04-30 07:28,e_e000003
e000003_900008,126.7234829,37.6397311,2023-04-30 07:29,e_e000003
e000003_900008,126.7106332,37.6455031,2023-04-30 07:30,e_e000003
e000003_900008,126.6875964,37.6563035,2023-04-30 07:32,e_e000003
e000003_900008,126.6862965,37.6574829,2023-04-30 07:33,e_e000003
e000003_900008,126.6769175,37.6646563,2023-04-30 07:33,e_e000003
e000003_900008,126.6702629,37.6661518,2023-04-30 07:34,e_e000003
e000003_900008,126.6702629,37.6661518,2023-04-30 07:34,e_e000003
e000003_900008,126.6702629,37.6661518,2023-04-30 07:35,e_e000003
e000003_900008,126.6702629,37.6661518,2023-04-30 07:35,e_e000003
e000003_900008,126.6702629,37.6661518,2023-04-30 07:36,e_e000003
e000003_900008,126.6702629,37.6661518,2023-04-30 07:36,e_e000003
e000003_900008,126.6702629,37.6661518,2023-04-30 07:38,e_e000003
e000003_900008,126.6702629,37.6661518,2023-04-30 07:38,e_e000003
e000003_900008,126.6702629,37.6661518,2023-04-30 07:39,e_e000003
e000003_900008,126.6702629,37.6661518,2023-04-30 07:40,e_e000003
e000003_900008,126.6702629,37.6661518,2023-04-30 07:40,e_e000003
e000003_900008,126.6702629,37.6661518,2023-04-30 07:41,e_e000003
e000003_900008,126.6702629,37.6661518,2023-04-30 07:43,e_e000003
e000003_900008,126.6702629,37.6661518,2023-04-30 07:43,e_e000003
e000003_900008,126.6702629,37.6661518,2023-04-30 07:44,e_e000003
e000003_900008,126.6702629,37.6661518,2023-04-30 07:45,e_e000003
e000003_900008,126.6702629,37.6661518,2023-04-30 07:46,e_e000003
e000003_900008,126.6702629,37.6661518,2023-04-30 07:47,e_e000003
e000003_900008,126.6702629,37.6661518,2023-04-30 07:48,e_e000003
e000003_900008,126.6702629,37.6661518,2023-04-30 07:48,e_e000003
e000003_900008,126.6702629,37.6661518,2023-04-30 07:49,e_e000003
e000003_900008,126.6702629,37.6661518,2023-04-30 07:50,e_e000003
e000003_900008,126.6702629,37.6661518,2023-04-30 07:51,e_e000003
e000003_900008,126.6702629,37.6661518,2023-04-30 07:52,e_e000003
e000003_900008,126.6702629,37.6661518,2023-04-30 07:52,e_e000003
e000003_900008,126.6702629,37.6661518,2023-04-30 07:53,e_e000003
e000003_900008,126.6702629,37.6661518,2023-04-30 07:53,e_e000003
