MOBILE_NUM_ID,X_COORD,Y_COORD,DT_MIN,TRAVEL_ID
f016807_163993,127.192861,37.5756052,2023-09-17 10:39,f_f016807
f016807_163993,127.192861,37.5756052,2023-09-17 10:39,f_f016807
f016807_163993,127.192861,37.5756052,2023-09-17 10:40,f_f016807
f016807_163993,127.192861,37.5756052,2023-09-17 10:40,f_f016807
f016807_163993,127.192861,37.5756052,2023-09-17 10:41,f_f016807
f016807_163993,127.192861,37.5756052,2023-09-17 10:42,f_f016807
f016807_163993,127.1932148,37.576016,2023-09-17 10:43,f_f016807
f016807_163993,127.1945199,37.5760105,2023-09-17 10:43,f_f016807
f016807_163993,127.1945199,37.5760105,2023-09-17 10:43,f_f016807
f016807_163993,127.1945199,37.5760105,2023-09-17 10:44,f_f016807
f016807_163993,127.1945199,37.5760105,2023-09-17 10:44,f_f016807
f016807_163993,127.1945199,37.5760105,2023-09-17 10:45,f_f016807
f016807_163993,127.1945199,37.5760105,2023-09-17 10:45,f_f016807
f016807_163993,127.1945199,37.5760105,2023-09-17 10:46,f_f016807
f016807_163993,127.1920028,37.5821578,2023-09-17 10:46,f_f016807
f016807_163993,127.196792,37.5852545,2023-09-17 10:47,f_f016807
f016807_163993,127.2026548,37.5890839,2023-09-17 10:47,f_f016807
f016807_163993,127.2092107,37.5933795,2023-09-17 10:48,f_f016807
f016807_163993,127.2164482,37.596622,2023-09-17 10:48,f_f016807
f016807_163993,127.2246017,37.5965505,2023-09-17 10:48,f_f016807
f016807_163993,127.2325942,37.5955667,2023-09-17 10:49,f_f016807
f016807_163993,127.2398686,37.5969198,2023-09-17 10:49,f_f016807
f016807_163993,127.2468905,37.5992558,2023-09-17 10:50,f_f016807
f016807_163993,127.2532485,37.6038621,2023-09-17 10:50,f_f016807
f016807_163993,127.2611338,37.6056419,2023-09-17 10:51,f_f016807
f016807_163993,127.2735936,37.6129324,2023-09-17 10:52,f_f016807
f016807_163993,127.2771901,37.6193386,2023-09-17 10:52,f_f016807
f016807_163993,127.2800264,37.6222834,2023-09-17 10:53,f_f016807
f016807_163993,127.2936544,37.6306206,2023-09-17 10:53,f_f016807
f016807_163993,127.3005471,37.6322205,2023-09-17 10:54,f_f016807
f016807_163993,127.3087117,37.632175,2023-09-17 10:54,f_f016807
f016807_163993,127.3165831,37.6309199,2023-09-17 10:55,f_f016807
f016807_163993,127.324659,37.6324008,2023-09-17 10:55,f_f016807
f016807_163993,127.3317077,37.6347155,2023-09-17 10:56,f_f016807
f016807_163993,127.3387959,37.6347528,2023-09-17 10:56,f_f016807
f016807_163993,127.3516988,37.6341239,2023-09-17 10:57,f_f016807
f016807_163993,127.3571316,37.6340802,2023-09-17 10:58,f_f016807
f016807_163993,127.3624449,37.6340112,2023-09-17 10:58,f_f016807
f016807_163993,127.3693079,37.6342057,2023-09-17 10:59,f_f016807
f016807_163993,127.3764576,37.6336393,2023-09-17 10:59,f_f016807
f016807_163993,127.3833303,37.6319471,2023-09-17 10:59,f_f016807
f016807_163993,127.3913211,37.6331757,2023-09-17 11:00,f_f016807
f016807_163993,127.3979124,37.635024,2023-09-17 11:00,f_f016807
f016807_163993,127.404802,37.6384062,2023-09-17 11:01,f_f016807
f016807_163993,127.4114656,37.6420282,2023-09-17 11:01,f_f016807
f016807_163993,127.4179973,37.6447404,2023-09-17 11:02,f_f016807
f016807_163993,127.4239539,37.6476205,2023-09-17 11:02,f_f016807
f016807_163993,127.4308282,37.6495436,2023-09-17 11:03,f_f016807
f016807_163993,127.4398942,37.6491809,2023-09-17 11:03,f_f016807
f016807_163993,127.4472596,37.6486648,2023-09-17 11:04,f_f016807
f016807_163993,127.454012,37.6491749,2023-09-17 11:04,f_f016807
f016807_163993,127.4605533,37.6500477,2023-09-17 11:05,f_f016807
f016807_163993,127.4774767,37.6509411,2023-09-17 11:06,f_f016807
f016807_163993,127.483998,37.6526719,2023-09-17 11:06,f_f016807
f016807_163993,127.4896688,37.6565487,2023-09-17 11:07,f_f016807
f016807_163993,127.4929236,37.6620916,2023-09-17 11:07,f_f016807
f016807_163993,127.4949428,37.6686374,2023-09-17 11:08,f_f016807
f016807_163993,127.5012961,37.673335,2023-09-17 11:08,f_f016807
f016807_163993,127.5083768,37.6762543,2023-09-17 11:09,f_f016807
f016807_163993,127.5293164,37.6823237,2023-09-17 11:10,f_f016807
f016807_163993,127.542381,37.6937821,2023-09-17 11:11,f_f016807
f016807_163993,127.5446255,37.700259,2023-09-17 11:12,f_f016807
f016807_163993,127.5475535,37.7069819,2023-09-17 11:12,f_f016807
f016807_163993,127.5494475,37.7092005,2023-09-17 11:13,f_f016807
f016807_163993,127.5494475,37.7092005,2023-09-17 11:14,f_f016807
f016807_163993,127.5843124,37.7236102,2023-09-17 11:15,f_f016807
f016807_163993,127.5931336,37.7266556,2023-09-17 11:15,f_f016807
f016807_163993,127.6036679,37.7293375,2023-09-17 11:16,f_f016807
f016807_163993,127.6114928,37.7301214,2023-09-17 11:16,f_f016807
f016807_163993,127.6188925,37.732322,2023-09-17 11:17,f_f016807
f016807_163993,127.6241553,37.7331898,2023-09-17 11:17,f_f016807
f016807_163993,127.6248697,37.7371455,2023-09-17 11:17,f_f016807
f016807_163993,127.6248697,37.7371455,2023-09-17 11:18,f_f016807
f016807_163993,127.6262408,37.7393904,2023-09-17 11:18,f_f016807
f016807_163993,127.6237191,37.740163,2023-09-17 11:19,f_f016807
f016807_163993,127.6222671,37.7435808,2023-09-17 11:19,f_f016807
f016807_163993,127.6211414,37.7463031,2023-09-17 11:20,f_f016807
f016807_163993,127.6211414,37.7463031,2023-09-17 11:20,f_f016807
f016807_163993,127.6204498,37.7491773,2023-09-17 11:21,f_f016807
f016807_163993,127.6204121,37.7494947,2023-09-17 11:21,f_f016807
f016807_163993,127.6207136,37.7528805,2023-09-17 11:22,f_f016807
f016807_163993,127.6234143,37.7570412,2023-09-17 11:22,f_f016807
f016807_163993,127.627043,37.7615315,2023-09-17 11:23,f_f016807
f016807_163993,127.631682,37.7661249,2023-09-17 11:23,f_f016807
f016807_163993,127.6377449,37.7693461,2023-09-17 11:23,f_f016807
f016807_163993,127.641302,37.771997,2023-09-17 11:24,f_f016807
f016807_163993,127.641302,37.771997,2023-09-17 11:24,f_f016807
f016807_163993,127.6427788,37.7737225,2023-09-17 11:25,f_f016807
f016807_163993,127.6447723,37.7777527,2023-09-17 11:25,f_f016807
f016807_163993,127.6449255,37.7823261,2023-09-17 11:26,f_f016807
f016807_163993,127.6446764,37.7850902,2023-09-17 11:26,f_f016807
f016807_163993,127.6450764,37.7894063,2023-09-17 11:27,f_f016807
f016807_163993,127.6421175,37.7929802,2023-09-17 11:27,f_f016807
f016807_163993,127.6407987,37.795507,2023-09-17 11:28,f_f016807
f016807_163993,127.640593,37.7961626,2023-09-17 11:28,f_f016807
f016807_163993,127.6390933,37.799869,2023-09-17 11:29,f_f016807
f016807_163993,127.6390184,37.8047122,2023-09-17 11:29,f_f016807
f016807_163993,127.6391359,37.8099707,2023-09-17 11:29,f_f016807
f016807_163993,127.6365535,37.8136066,2023-09-17 11:30,f_f016807
f016807_163993,127.6350008,37.8177082,2023-09-17 11:30,f_f016807
f016807_163993,127.6382364,37.8186634,2023-09-17 11:31,f_f016807
f016807_163993,127.6450328,37.8213547,2023-09-17 11:31,f_f016807
f016807_163993,127.6528031,37.8237699,2023-09-17 11:32,f_f016807
f016807_163993,127.6611483,37.8249207,2023-09-17 11:32,f_f016807
f016807_163993,127.6668871,37.8259314,2023-09-17 11:33,f_f016807
f016807_163993,127.6711093,37.8278086,2023-09-17 11:33,f_f016807
f016807_163993,127.6735845,37.8307211,2023-09-17 11:34,f_f016807
f016807_163993,127.6743431,37.8344985,2023-09-17 11:34,f_f016807
f016807_163993,127.6741551,37.8382435,2023-09-17 11:35,f_f016807
f016807_163993,127.6744893,37.8422219,2023-09-17 11:35,f_f016807
f016807_163993,127.6731805,37.8456563,2023-09-17 11:35,f_f016807
f016807_163993,127.6711851,37.848481,2023-09-17 11:36,f_f016807
f016807_163993,127.6711851,37.848481,2023-09-17 11:36,f_f016807
f016807_163993,127.6729592,37.8490711,2023-09-17 11:37,f_f016807
f016807_163993,127.6737579,37.8516266,2023-09-17 11:37,f_f016807
