TRAVEL_ID,ADV_NM,ADV_SEQ,PAYMENT_NUM,BRNO,STORE_NM,ROAD_NM_ADDR,LOTNO_ADDR,ROAD_NM_CD,LOTNO_CD,PAYMENT_DT,PAYMENT_MTHD_SE,PAYMENT_AMT_WON,PAYMENT_ETC,SGG_CD
e_e000003,커피 등 음료수,0,4,,김포 사우동 GS25,GS25,,,,,1,20000,,4157010600
e_e000340,자충매트; 랜턴; 고기; 볶음밥,0,4,,G마켓,,,,,,4,200000,,4165033000
e_e004785,바베큐 재료(티본스테이크),1,2,1208800767,쿠팡(주) ,서울 송파구 송파대로 570,서울 송파구 신천동 7-30,2005011,1171010200,2023-07-09 02:45,3,29990,티본스테이크(냉동),
f_f000021,간식,1,3,6098205152,북창원농협하나로마트화천점,경남 창원시 의창구 북면 천주로 503,,3327052,4812131028,2023-04-27 12:27,1,50980,하이내켄;사과;오이(가시오이);슈프림골드커피믹스;뜨라네파프리카,
f_f000029,편의점간식,1,3,2583300534,CU,서울 송파구 성내천로21길 6,서울 송파구 마천동 21-1,4169252,1171011400,2023-04-28 18:21,1,18700,어프)하이볼얼그레이;아트)청신레몬하이볼;아프)하이볼레몬토닉;콜드오렌지;바리스타블랙,
f_f000265,간식,0,3,,롯데제과,,,,,,1,19000,,2626010900
f_f000273,고기.간식,0,4,,애플마트,애플마트,,,,,1,60000,,2714010100
f_f000296,문화재설명 프로그램,0,2,,마이리얼트립,마이리얼트립 온라인,,,,,5,80000,,1165010800
f_f000297,식료품.고기.냉동밥,1,3,,,,,,,2023-05-20 16:40,1,51220,R)김치전;리얼)단단한얼음;일반쓰레기봉투;유어스)DMZ맑은샘물;호가든캔,
f_f000319,고속버스예매,0,1,,중앙고속,고속버스터미널역7호선 서울 서초구 신반포로 194,,,,,1,46600,,1165010700
f_f000320,음료 맥주 고기,1,3,4158213678,정남진장흥하나로마트,전남 장흥군 장흥읍 동교로 27,,3292009,4680025037,2023-05-27 09:48,1,12820,백산수;켈리(캔);[쿠폰]켈리;청양고추,
f_f000320,음료 맥주 고기,2,3,1062824361,과일오빠,전남 장흥군 장흥읍 장흥로 39,전남 장흥군 장흥읍 건산리 488-4,3292026,4680025037,2023-05-27 09:54,1,17800,닭목살,
f_f000324,차량용 아이패드거치대,1,4,3202700779,한솔글로벌,경기 김포시 대곶면 송마로 26,,3209071,4157034029,2023-05-17 17:35,1,16800,라별 차량 뒷좌석 헤드레스트 핸드폰 패드 스마트폰 거치대,
f_f000333,그랜드조선아리아 4인,1,4,7198501435,(주)조선호텔앤리조트 그랜드조선 부산,부산 해운대구 해운대해변로 292,부산 해운대구 중동 1405-16,3133043,2635010600,2023-04-30 20:22,1,540000,그랜드조선 부산 아리아(뷔페),
f_f000336,자외선차단모자 2개,1,2,1208800767,쿠팡(주),서울 송파구 송파대로 570,서울 송파구 신천동 7-30,2005011,1171010200,2023-05-16 13:27,1,22880,민코 자외선 차단 모자,
f_f000344,식료품 가스 술 과일,1,5,2068650913,이마트,경기 성남시 수정구 수정로 201,경기 성남시 수정구 태평동 7336,3178018,4113110200,2023-05-22 17:34,1,117330,CJ햇반 아산밥;커피빈 아이스커피;카)오렌지망고;고래밥볶음;드링킹 베리믹스,
f_f000366,과자;음료,0,4,,gs25대구태전로점,,,,,,1,5200,,2723012600
f_f000369,삼겹살; 소세지; 햇반; 마시멜로우; 식빵; 초코렛; 에이스; 숯; 우유; 짜요짜요; 맥주1캔,0,4,,홈플러스익스프레스,36-13,,,,,3,81900,,1111017000
f_f000373,옷,1,1,1308537479,(주)현대백화점,경기 부천시 길주로 180,경기 부천시 중동 1164,3000065,4119010800,2023-05-20 15:48,1,108000,피그먼트,
f_f000380,물.과자,0,2,,세븐일레븐 현풍터미널점,404 현풍시외버스정류장,,,,,1,7000,,2771026525
f_f000392,음료,0,2,,스타벅스삼송점,권율대로 904,,,,,1,4500,,4128110300
f_f000419,버스예매,1,1,1268100825,(주)대원고속,,,,,2023-05-17 16:18,1,24400,버스표,
f_f000419,버스예매,2,1,1148102382,(주)한일고속,서울 서초구 신반포로 194,서울 서초구 반포동 19-4,3121017,1165010700,2023-05-17 16:22,1,31700,버스표,
f_f000422,경주월드 자유이용권,1,1,,경주월드주식회사,경북 경주시 보문로 544,경북 경주시 천군동 191-5,3305021,4713013500,2023-05-17 00:00,1,24000,,
f_f000423,충전기,1,8,2138152063,(주) 아성다이소,서울 강남구 도곡로 176,서울 강남구 도곡동 545-7,3122012,1168011800,2023-05-26 00:00,1,13000,,
f_f000434,버스승차권,1,1,3538700773,(주)동부고속,서울 서초구 신반포로 194,서울 서초구 반포동 19-4,3121017,1165010700,2023-04-28 16:02,1,27600,버스표,
f_f000434,버스승차권,2,1,1048183559,(주)티머니,,,,,2023-04-26 11:16,1,20600,버스표,
f_f000440,고기.육포.라면 등,1,3,2208160348,홈플러스,서울 강서구 화곡로 398,서울 강서구 등촌동 639-11,3005069,1150010200,2023-05-19 22:33,1,165340,[호주청정우]블랙앵거스 척아이;하이트진로 블랙보리차;궁 우육포 골든올리브;궁 우육포 오리지날;한국청정음료 몽베스트 무라벨,
f_f000467,먹을거리,1,3,1118509443,GS 더 프레쉬,서울 서대문구 응암로 54,서울 서대문구 북가좌동 306-17,3005055,1141011900,2023-05-19 12:23,1,31220,재사용종량제봉투2; 롯데처음처럼; 새우탕큰사발; 유어스)틈새라면왕; 농심)무파마큰사발,
f_f000472,라면; 음료수; 과자류,0,3,,홈플러스 진해점,홈플러스 진해점(온라인으로 구매),,,,,1,20000,,4812914100
f_f000474,캐리어,0,1,,블루밍홈 타이탕 캐리어,쿠팡,,,,,1,97200,,1154510200
f_f000476,버스비,1,1,1048183559,티머니 시외버스,서울 중구 후암로 110,서울 중구 남대문로5가 581,3101024,1114011800,2023-06-04 20:48,1,16600,버스표,
f_f000476,버스비,2,1,1048183559,㈜티머니,서울 중구 후암로 110,서울 중구 남대문로5가 581,3101024,1114011800,2023-06-07 06:17,1,16600,버스비,
f_f000481,식료품,1,2,2068650913,이마트,경기 남양주시 순화궁로 167,경기 남양주시 별내동 989,3197037,4136011100,2023-05-17 21:08,1,51360,해태 감자칩 4번들;국산의힘 자색고구마;피코크 훈제막창;HALO 만다린;오리온 대단한나쵸,
f_f000481,식료품,2,2,1322747667,E플러스마트,경기 남양주시 퇴계원읍 퇴계원로6번길 7,,4391741,4136026521,2023-05-18 20:14,1,53560,깻잎 2묶음;봉지상추 1봉지;파채;한돈생오겹살(숯불구이용);한돈생목살(숯불구이용);한돈생등갈비,
f_f000499,돼지고기,1,2,2068650913,이마트,서울 마포구 백범로 212,,3005016,1144010300,2023-05-29 11:21,1,25680,코끼리대여장바구니;파머스픽 머쉬마루버섯;국내산돈앞다리불고기;켈리캔,
f_f000499,식료품구입,3,2,1078163829,(주)코스트코 코리아,서울 영등포구 선유로 156,서울 영등포구 양평동3가 65,3005074,1156012700,2023-05-30 18:04,1,94020,프렌치버터크라상;레몬1봉;워터보일드베이글;셀러드2종;유기농곤드레밥,
f_f000505,생수,1,1,1078657147,코레일유통(주),서울 용산구 청파로89길 31,서울 용산구 서계동 7,4106392,1117010800,2023-05-17 10:45,1,900,칠성)아이시스  에코,
f_f000531,지퍼백과 양우산등등,0,1,,다이소,1114-8,,,,,1,22000,,4111514100
f_f000573,술; 고기; 라면,0,8,,이마트,2545,,,,,3,247000,,1114016500
f_f000581,음식,1,4,5648500495,롯데마트,서울 서초구 서초대로38길 12,서울 서초구 서초동 1498-5,4163404,1165010800,2023-06-04 18:03,1,102300,한판 제스프리 골드키위;남양유업 백미당 유기농 네모우유 초콜릿;스타벅스 에스프레소 크림;롯데 에센 프랑크;농심 츄파춥스 피즈캔디,
f_f000587,보조배터리,0,1,,19800,쿠팡 본사 (인터넷 구매),,,,,5,18900,,1171010400
f_f000595,한화리조트 숙박권,1,4,1208643350,(주)플레이스엠,서울 강남구 테헤란로79길 6,서울 강남구 삼성동 144-19,4166758,1168010500,,1,0,[네고왕]한화리조트 전지점 초특가 행사,
f_f000604,고속버스이용표,1,1,2198101636,(주)중앙고속,,,,,2023-05-15 21:06,1,30600,버스비,
f_f000604,고속버스이용표,2,1,2198101636,(주)중앙고속,경기 화성시 풀무골로 1,경기 화성시 영천동 651-866,3210155,4159013100,2023-05-17 19:36,1,30600,버스표,
f_f000605,도넛,1,2,1048509805,던킨,서울 용산구 한강대로 405,서울 용산구 동자동 43-205,2005005,1117010700,2023-05-17 09:05,1,7100,보스톤 크림; 쿠로미초코츄이스티; 카카오하니딥; 스트로베리먼치킨,
f_f000614,먹거리(고기; 쌈; 일회용접시; 술 등),0,1,,이마트 왕십리점,왕십리광장로 17,,,,,1,85000,,1120010100
f_f000618,숙박(조식2인포함),0,2,,라한호텔,367,,,,,1,163500,,4711312000
f_f000624,양갈비 키트,1,2,5248601528,네이버파이낸셜,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,3180021,4113510300,2023-05-18 00:00,1,45290,3개월미만 프렌치랙-양갈비 양고기 밀키트 캠핑 쉽새끼 프랜치랙  프렌치렉 외 1건,
f_f000642,식음료 간식,1,4,1078163829,(주)코스트코 코리아,경기 고양시 일산동구 장백로 25,,3193029,4128510600,,3,78740,미니버터크라상;벨 위스키;하우스블렌드;파미데이즈고구마;일회용장갑,
f_f000646,주류 및 식료품; 삼겹살,0,4,,하나로마트,,,,,,1,60000,,4773043000
f_f000662,ktx교통비,2,1,3148210024,한국철도공사,대전 동구 중앙로 240,,3164033,3011011300,2023-04-27 00:00,1,54800,기차표,
f_f000663,어메이징캠프 텐트구역 입장료,1,4,2138802470,어메이징티켓(주),부산 기장군 정관읍 구연로 19,부산 기장군 정관읍 매학리 744,3140008,2671025622,2023-05-30 17:33,1,100000,텐트패키지,
f_f000693,주유,1,2,6212208285,석산알뜰주유소,경남 양산시 동면 양산대로 505,경남 양산시 동면 석산리 1512,2000032,4833031026,2023-05-25 09:59,1,50000,주유비,
f_f000701,돗자리; 여행용파우치; 세면키트; 티슈; 쿨토시,0,1,,다이소,서울 종로구 대학로 140,,,,,1,18000,,1111016900
f_f000704,소고기등심.삼겹살. 맥주. 간식.,0,3,,지마트,779-2 지마트시아점,,,,,4,68000,,4127310100
f_f000713,옷,1,1,4798500106,롯데쇼핑(주),경기 수원시 영통구 도청로 10,경기 수원시 영통구 이의동 1338,3177029,4111710300,,1,39800,,
f_f000720,육류,1,5,8158101244,11번가,서울 중구 한강대로 416,서울 중구 남대문로5가 541,2005005,1114011800,2023-05-23 12:55,1,66420,[품질보장]소고기 모듬한판구이,
f_f000724,감자튀김,1,3,7626900293,맘스터치,서울 마포구 마포대로 137,서울 마포구 공덕동 473,2113001,1144010200,2023-05-26 12:20,1,2000,케이준양념감자 중,
f_f000728,삼겹살;와인;어묵탕;라면;과일;김치찌게;쭈꾸미볶음,0,1,,이마트 청주점,,,,,,1,164000,,4311210500
f_f000731,간식   반찬,1,4,6068512413,롯데마트,부산 북구 화명대로 47,부산 북구 화명동 2273,2132002,2632010200,2023-06-02 16:45,1,73957,빙그레 꽃게랑;파스퇴르 프로바이오틱 에이요;해태 버터링 딥초코;라무따드 홀그레인머스타드;해태 자가비 짭짤한맛,
f_f000735,버스표,1,4,,경원여객,경남 진주시 남강로 698,경남 진주시 장대동 99-13,3332011,4817011700,2023-05-16 17:56,1,84400,버스표,
f_f000735,버스표,2,4,,경원여객,,,,,2023-05-16 17:56,1,21100,버스표,
f_f000744,커피,1,1,1048507883,맥도날드,서울 용산구 한강대로 405,서울 용산구 동자동 43-205,2005005,1117010700,2023-05-20 07:41,1,2600,아메리카노-M,
f_f000749,애들티2장,1,2,1208800767,(주)쿠팡,서울 송파구 송파대로 570,서울 송파구 신천동 7-30,2005011,1171010200,2023-05-30 00:00,1,17730,뉴욕꼬맹이 아동용 NY반팔 티셔츠;젤리스푼 아동용 New 베어베어 데일리 루츠핏 티셔츠,
f_f000751,허브나라농원 입장권,1,4,2240463894,허브나라농원,강원 평창군 봉평면 흥정계곡길 225,강원 평창군 봉평면 흥정리 302-7,4484429,4276034027,2023-05-29 00:00,1,14400,입장료,
f_f000757,주유,1,2,1118802290,(주)미파랑 오일뱅크,강원특별자치도 속초시 동해대로 4043,강원특별자치도 속초시 조양동 1534-1,2000023,5121010800,2023-06-04 15:03,1,30000,주유비,
f_f000783,샐러드,1,2,6298501879,슬로우캘리 마곡점,서울 강서구 마곡중앙6로 45,서울 강서구 마곡동 772-5,3155054,1150010500,2023-06-02 18:08,1,25100,부챗살 스테이크 보울;스파이시 연어 포케;환경부담금(종이봉투),
f_f000801,간식,1,2,1078657147,코레일유통주식회사(용산역),서울 영등포구 국회대로 612,서울 영등포구 당산동3가 2-7,2005008,1156011300,2023-05-27 08:37,1,4100,,
f_f000820,과자;음료,0,4,,장보고식자재마트 월배점,1380,,,,,3,9800,,2729012000
f_f000827,과자,1,3,1148101855,뉴코아,서울 서초구 잠원로 51,서울 서초구 잠원동 70-2,3121019,1165010600,2023-06-02 13:15,1,33810,통아몬드;(오아시스)곡물그대로인절미;얼려먹는 야쿠르트 애플망고;예감 오리지널;닥터유에너지바,
f_f000832,간식,1,1,1078163829,(주)코스트코 코리아,대구 동구 첨단로 10,대구 동구 신서동 1187,3142053,2714012400,2023-05-18 18:45,1,10800,치킨 살사랩;포크베이크,
f_f000839,물;소곱창,0,2,,홈플러스,475-1,,,,,1,11000,,4115010900
f_f000864,고속버스 예약,1,2,,금호고속,,,,,2023-05-31 00:00,3,76000,버스표,
f_f000877,아이들 선물,0,2,,인형 학용품,다이소,,,,,3,20000,,4122012100
f_f000904,삼겹살 콜라,0,4,,이마트대전터미널점,63-3번지,,,,,3,113020,,3011011500
f_f000912,아쿠아슈즈,0,1,,옥션,,,,,,1,20000,,4282033000
f_f000914,에코백,1,1,2138152063,(주)아성다이소,서울 강남구 논현로26길 14,서울 강남구 도곡동 450-8,4166169,1168011800,2023-05-23 19:44,1,17000,,
f_f000927,과자.음료.맥주 등등,1,4,6078539337,(주)푸드엔,부산 동래구 온천장로 24,부산 동래구 온천동 456-25,3130032,2626010800,2023-05-20 19:20,1,37320,조미쥐치포(줄쥐포)/삼양유통;소스담은 소떡소떡/와이앤비푸드,
f_f000927,과자.음료.맥주 등등,2,4,2208160348,홈플러스,부산 동래구 중앙대로 1523,부산 동래구 온천동 153-8,2000010,2626010800,2023-05-19 17:38,1,43330,서울요구르트;올리브짜파게티5입;클라우드생드래프트;바나나가득;초코가득,
f_f000933,왕복 KTX승차권,1,1,3148210024,한국철도공사,대전 동구 중앙로 240,,3164033,3011011300,2023-05-05 23:22,1,42300,기차표,
f_f000933,왕복 KTX승차권,2,1,3148210024,한국철도공사,대전 동구 중앙로 240,,3164033,3011011300,2023-05-05 23:12,1,43500,기차표,
f_f000942,주류,0,1,,이마트 창원점,경남 창원시 성산구 원이대로 608,,,,,1,13180,,4812312500
f_f000945,워터파크 입장권,1,3,1208643350,(주)플레이스엠,서울 강남구 테헤란로79길 6,서울 강남구 삼성동 144-19,4166758,1168010500,,1,20500,[네고왕]설악워터피아+뽀로로아쿠아빌리지 특가행사,
f_f000945,워터파크 입장권,2,3,5248601528,네이버파이낸셜 주식회사,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,3180021,4113510300,,3,15500,,
f_f000958,롯데월드 입장권,1,3,2338503166,롯데월드 어드벤쳐 부산,부산 기장군 기장읍 동부산관광로 42,부산 기장군 기장읍 시랑리 산 46,3350834,2671025033,2023-05-21 09:28,1,28200,1 Day  종합 이용권,
f_f000958,롯데월드 입장권,2,3,2338503166,롯데월드 어드벤쳐 부산,부산 기장군 기장읍 동부산관광로 42,부산 기장군 기장읍 시랑리 산 46,3350834,2671025033,2023-05-21 09:17,1,28200,1Day종합이용권 어른,
f_f000958,롯데월드 입장권,3,3,2338503166,롯데월드 어드벤처 부산,부산 기장군 기장읍 동부산관광로 42,부산 기장군 기장읍 시랑리 산 46,3350834,2671025033,2023-05-21 10:47,3,23100,,
f_f000960,간식,1,4,,(주)에스에스지닷컴,서울 강남구 테헤란로 231,서울 강남구 역삼동 676,3122010,1168010100,2023-06-01 00:00,1,33400,크라운콘칩초당옥수수맛; 엠엔엠즈 피넛; [크라운]크라운산도 딸기크림치즈; [더리미티드]크라운 카라멜콘땅콩; 크라운 콘초,
f_f000972,참외,0,4,,홈플러스,,,,,,3,10000,,4115010900
f_f000977,식사 및 술 등,0,5,,이마트역삼점,755,,,,,1,216000,,1168010100
f_f000995,도너츠,2,4,1128542746,올드페리도넛 용산아이파크몰점,서울 용산구 한강대로23길 55,,4106418,1117012800,2023-06-02 18:28,1,24800,라즈베리 슈가볼; 크림브륄레; 보스톤크림; 피넛버터; 버터넛,
f_f001004,케이크,0,4,,자연드림,동탄산척로2가길 13,,,,,1,26000,,4159013500
f_f001019,군파크루지 탑승권,1,1,2068689631,(주)엘에스컴퍼니,제주특별자치도 제주시 청사로 11,제주특별자치도 제주시 도남동 573-2,3349193,5011012900,2023-05-19 23:41,1,30000,군파크 익스트림 루지 이용권,
f_f001020,프랜치랙; 와인; 돼지 목살; 탄산수; 비빔면; 백골뱅이탕; 해물누룽지탕; 곱창전골; 도리토스,0,1,,코스트코 양평점,65,,,,,1,231690,,1156012700
f_f001027,오이,0,3,,남성시장,동작대로 29길8,,,,,3,1000,,1165010100
f_f001038,캠핑요리 메뉴 준비,1,4,2068650913,(주)이마트,서울 성동구 뚝섬로 377,,3103010,1120011500,2023-05-23 17:52,1,104390,오리온비쵸비125G 외14건,
f_f001038,캠핑요리 메뉴 준비,2,4,2068650913,이마트,서울 성동구 뚝섬로 377,,3103010,1120011500,2023-05-23 17:52,1,104390,해태 홈런볼초코5번들;캠프&하우스그릴부어스트;무항생제갈매기살;국내산목심구이용,
f_f001051,자충매트,1,3,5248601528,네이버파이낸셜,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,3180021,4113510300,2023-05-24 00:00,1,66000,메이튼 차량용 차박매트 에어매트 자충매트 캠핑 SUV,
f_f001070,과자 햇반 빵,1,4,6208517073,(주)우리마트 ,경남 창원시 진해구 용재로 40,경남 창원시 진해구 용원동 1217-3,3331043,4812916400,2023-06-02 21:20,1,10000,베이커리빵,
f_f001075,튜브,0,10,,다이소,,,,,,1,2000,,4128112800
f_f001098,신발,1,2,2018132195,(주)신세계 경기점,경기 용인시 수지구 포은대로 536,경기 용인시 수지구 죽전동 1285,2012014,4146510200,2023-05-27 17:11,3,149000,라코스테 우먼 캐쥬얼 상의,
f_f001129,고속 버스 예약,1,1,1148204922,전국버스운송사업조합연합회,서울 서초구 방배로 35,서울 서초구 방배동 1031-8,3121010,1165010100,2023-05-16 13:17,1,21700,버스표,
f_f001129,고속 버스 예약,2,1,1148204922,전국버스운송사업조합연합회,서울 서초구 방배로 35,서울 서초구 방배동 1031-8,3121010,1165010100,2023-05-18 14:30,1,21700,,
f_f001146,스지수육,0,1,,혼밤,,,,,,3,36000,,4213011000
f_f001148,고기; 새우; 조개; 꼬치,0,3,,이마트,401,,,,,1,50000,,4167010200
f_f001170,식료품,1,4,8448701735,(주)마트킹서수원점,경기 수원시 권선구 매송고색로 636-1,경기 수원시 권선구 고색동 492,3012003,4111312800,2023-06-02 15:07,1,180140,1+등급특란;이라이프위생수저;CJ/쇠고기다시다*명품골드;용기라우동기;돌얼음,
f_f001170,식료품,2,4,1248580724,주식회사 윈플러스마트남부,경기 수원시 권선구 금곡로118번길 10-31,경기 수원시 권선구 금곡동 1088,4430292,4111313400,2023-06-02 19:13,1,58039,냉동탕(식자재왕_냉이된장국);종량제(재사용_봉투);W_냉동탕(초원_황태해장국);건국푸드(우삼겹_업진양지_미국_냉동);간편육수(풀무원_물없이바로부어쓰는),
f_f001178,아기밥,1,2,1208800767,쿠팡(주),서울 송파구 송파대로 570,서울 송파구 신천동 7-30,2005011,1171010200,2023-05-26 01:57,3,4440,"아이배냇 유아용 꼬마 한끼 영양밥 레토르트영유아식,쇠고기 버섯,150g,2개",
f_f001178,아기밥,2,2,1208800767,쿠팡(주),서울 송파구 송파대로 570,서울 송파구 신천동 7-30,2005011,1171010200,2023-05-26 01:59,3,4440,"아이배넷 유아용 꼬마 한끼영양밥 레토르트영유아식,잡채밥",
f_f001179,누룽지/마카롱,1,1,2068650913,노브랜드,대전 서구 탄방로 8,대전 서구 탄방동 793,3166052,3017010600,2023-05-29 19:18,1,9980,심플잇오리지널포켓누룽지,
f_f001179,누룽지/마카롱,2,1,1012566778,얼왕 탄방225호점,대전 서구 문정로 122,대전 서구 탄방동 842,3166027,3017010600,2023-05-30 11:59,1,4800,말차초코 뚱카롱;빅카,
f_f001187,스카이캡슐,1,3,2598700262,해운대블루라인(주),부산 해운대구 청사포로 116,,3133042,2635010600,2023-05-18 15:12,1,50000,스카이캡슐미포출발청사포도착,
f_f001196,식재료 등,1,2,2208160348,홈플러스 익스프레스,경기 용인시 기흥구 새천년로16번길 3-16,경기 용인시 기흥구 신갈동 725,4412318,4146310100,2023-05-27 19:12,1,43160,풀무원_재래김전장_4;느린마을생막걸리;새송이버섯(봉);새우살;델몬트슬라이스836,
f_f001235,시외버스 티켓,2,3,1148204922,안동터미널,,,,,2023-05-22 10:55,1,54900,버스비,
f_f001240,주유,1,2,5062569271,용산주유소,경북 포항시 남구 오천읍 정몽주로 189,,3303045,4711125627,2023-06-05 12:09,1,30000,주유비,
f_f001243,음료수; 생수; 커피,0,3,,황금식자재마트,청솔로 19,,,,,1,20810,,2726010100
f_f001252,김밥,0,4,,김밥레스토랑,경기 파주시 청석로 256 교하1번가 106호,,,,,1,12500,,4148010700
f_f001257,서면 비트포비아 던전 (방탈출) 예매,1,2,4978100178,(주)비트포비아,서울 중구 통일로 92,서울 중구 순화동 1-170,3000008,1114016800,2023-06-01 10:12,1,44000,,
f_f001258,주유,1,2,7118500994,부경에너지(주) 사랑드림주유소,부산 남구 황령대로 343,부산 남구 대연동 231,2006014,2629010600,2023-05-27 14:37,1,30000,주유비,
f_f001268,과일(사과 방울토마토),0,1,,샘머리아파트 장터 과일코너,샘머리아파트,,,,,3,10000,,3017011200
f_f001275,우대갈비,1,2,5248601528,네이버파이낸셜 주식회사,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,3180021,4113510300,2023-05-23 00:00,1,27900,우대갈비 LA갈비 소고기 소갈비 토마호크캠핑음식 스테이크,
f_f001281,숙소에서 먹을 안주,1,1,2068650913,이마트,부산 연제구 연수로 89,부산 연제구 연산동 822-7,3129044,2647010200,2023-05-24 21:41,1,6330,삼양 까르보불닭볶음;팔보채,
f_f001296,고속버스 티켓,1,1,8998702113,금호익스프레스(주),울산 남구 삼산로 288,,3170026,3114010600,2023-05-22 17:25,1,41600,버스표,
f_f001296,고속버스 티켓,2,1,8998702113,금호익스프레스(주),광주 서구 무진대로 904,광주 서구 광천동 49-1,2009009,2914011500,2023-05-22 17:27,1,41600,버스표,
f_f001299,삼겹살 채소 음료수,1,4,6648502037,행복식자재 극동점,경남 창원시 의창구 팔용로 438,경남 창원시 의창구 팔용동 101,3019003,4812112900,2023-06-04 10:33,1,3980,평창수; 순수; 뽀로로사과맛; 상추(봉),
f_f001299,삼겹살 채소 음료수,2,4,2271061125,총각축산,경남 창원시 의창구 팔용로 442,경남 창원시 의창구 팔용동 101-1,3019003,4812112900,2023-06-04 10:37,1,23000,돼지고기,
f_f001308,커피,1,3,5463100927,메가커피,서울 송파구 동남로 209,서울 송파구 가락동 164-19,3000034,1171010700,2023-05-29 09:39,3,8700,[포장](ICE)아메리카노;[포장](ICE)카페라떼;[포장]라임모히또,
f_f001317,꼬마김밥 10줄(가족이 구매해서 영수증 증빙이 없음),0,4,,선비꼬마김밥 이시아폴리스점,팔공로 53길 33,,,,,4,7000,,2714010500
f_f001335,주유,1,4,,청라에너지,,,,,2023-05-22 19:02,1,70000,주유비,
f_f001350,김밥,1,6,2040992731,엄마가차려주신식탁,서울 중랑구 동일로99길 46,서울 중랑구 면목동 178-39,4118142,1126010100,2023-05-28 00:00,3,13000,김밥,
f_f001365,숙소에서 먹을 음식,1,4,1188505720,(주)바로 필식자재마트 월배점,대구 달서구 월배로5길 16,,4241491,2729011800,2023-05-27 14:05,1,45980,뽀로로샤인머스켓;안성탕면컵;햇반컵반;삼양사또밥;깜지곰의달콤꿀단지팡;정담아종이컵 1줄,
f_f001372,온더플레이트 조식,0,2,,온더플레이트 조식,파라다이스호텔 부산 1층 온더플레이트,,,,,1,116000,,2635010600
f_f001406,핸드폰 삼각거치대,1,1,2138152063,(주)아성다이소,경기 수원시 장안구 서부로 2149,,3012005,4111113200,2023-05-23 21:43,1,3000,핸드폰 삼각거치대,
f_f001418,바베큐 재료,1,2,6128507180,롯데마트,경남 통영시 무전대로 65,경남 통영시 무전동 1069,2333001,4822011100,2023-05-23 16:44,1,73313,미국산 소 꽃갈비살(냉장);더한돈플러스 목심 수육용(냉장);농심 배홍동 비빔면;에델바이스 고블렛 글라스 패키지;요리하다 동치미물냉면 2인,
f_f001423,김밥,1,1,7543100964,애플꼬마김밥,충북 충주시 중앙탑면 원앙9길 15,,4515564,4313038526,2023-06-01 00:00,1,7800,참치꼬마김밥;애플꼬마김밥,
f_f001426,삼겹살6kg;등갈비3kg; 소주(면세); 맥주(면세); 쌀3kg; 육개장1box; 유부초밥1,0,16,,(주)우리미트넷 외 3곳,회안대로 71번길,,,,,1,233640,,4161025000
f_f001433,고기,1,6,2068650913,(주)이마트,서울 성동구 뚝섬로 377,서울 성동구 성수동2가 333-16,3103010,1120011500,2023-06-02 01:10,1,126560,크리스피 홀표고버섯 스낵 외 2건,
f_f001433,고기,2,6,2068650913,이마트,서울 성동구 뚝섬로 377,서울 성동구 성수동2가 333-16,3103010,1120011500,2023-06-01 23:55,1,116000,한우등심리테일팩 외 2건,
f_f001462,주유비,1,3,3028206809,영동농협주유소,충북 영동군 영동읍 난계로 875,,3243010,4374025029,2023-05-24 19:16,1,35000,주유비,
f_f001480,모둠쌈. 고구마. 간식과자. 진로. 칭따오맥주. 부채살. 우둔살.햇반,1,4,3358500126,(주)서원유통 탑마트 뉴창원점,경남 창원시 의창구 사화로17번길 3,,4781307,4812112900,2023-05-26 14:07,1,68477,CJ)햇반;칭따오(캔);진로(패트);농심)감자깡;오리온)도도한나쵸,
f_f001512,유부초밥. 간식. 생수. 컵라면 기타,0,2,,송정마트,,,,,,3,25200,,2714012400
f_f001520,식재료 및 생필품,1,2,2208160348,홈플러스,대구 달서구 월배로 183,대구 달서구 상인동 171-1,3007013,2729011500,2023-06-06 14:20,1,45000,동서식품리츠샌드위치;백두한돈돼지삼겹살,
f_f001520,식재료 및 생필품,2,2,2208160348,홈플러스,대구 달서구 월배로 183,대구 달서구 상인동 171-1,3007013,2729011500,2023-06-05 20:14,1,70900,아이비;농심바나나킥;세척깻잎_봉;스윙칩볶음고추장;듀럼밀스파게티,
f_f001532,휘발유 주유 50000,1,1,,(주)석사주유소,강원특별자치도 춘천시 공지로 49,강원특별자치도 춘천시 석사동 116-27,3218003,5111012400,2023-05-29 22:31,1,50000,주유비,
f_f001560,김밥재료,1,2,4718501663,국민마트(청당점) 농수축산물직판장,충남 천안시 동남구 광풍로 1801,충남 천안시 동남구 청당동 389-35,3015001,4413111100,2023-05-26 18:59,1,14430,속리산동동주;한성)크래미;시금치;한빛)안심특란(30구) 30입,
f_f001563,기차에서 먹을 간식(아침식사대용),1,2,6711301801,버터슈가러브,서울 은평구 진흥로5길 17,서울 은평구 역촌동 40-8,4133285,1138010800,2023-06-05 16:44,1,14200,콘치즈베이컨;핫페퍼타르트;에그타르트;초코마들렌,
f_f001567,귤  초밥 물,0,2,,롯데슈퍼,641-2,,,,,1,21000,,4711311600
