TRAVEL_ID,ADV_NM,ADV_SEQ,PAYMENT_NUM,BRNO,STORE_NM,ROAD_NM_ADDR,LOTNO_ADDR,ROAD_NM_CD,LOTNO_CD,PAYMENT_DT,PAYMENT_MTHD_SE,PAYMENT_AMT_WON,PAYMENT_ETC,SGG_CD
f_f001582,식료품,1,2,,롯데마트,,,,,2023-06-05 11:32,1,30330,매일 바리스타 모카프레소;CJ비비고 육개장;농심 새우깡;씨제이 햇반;GAP 매운 고추,
f_f001590,스파크랜드 놀이공원 이용권,1,2,2208183676,주식회사 지마켓,서울 강남구 테헤란로 152,서울 강남구 역삼동 737,3122010,1168010100,2023-06-02 00:00,1,16000,대구 스파크랜드 통합권/점핑업존 이용권,
f_f001590,스파크랜드 놀이공원 이용권,2,2,,,,,,,2023-06-01 00:00,1,15000,대구 스파크랜드 통합권,
f_f001597,물,0,2,,씨유 대경,상강청길14,,,,,3,2000,,4824010900
f_f001598,라면 및 과자 등 주전부리,1,3,5302100258,그린할인마트,대구 중구 남산로 24,,3141001,2711015600,2023-05-25 21:13,1,13370,오리온_포카칩어니언(M);하이트진로_석수;재사용쇼핑봉투;농심_새우깡;농심_짜파게티범벅(용기면);피니 웜 젤리;해태_커졌다!코코팜(포도),
f_f001600,샌드위치/커피,1,2,2016400681,뚜레쥬르,서울 강동구 천호대로 1087,서울 강동구 천호동 447-15,2000008,1174010900,2023-06-06 08:06,1,10700,치즈어니언치킨샌드위치;아이스카페라떼R,
f_f001620,물놀이신발,0,2,,쿠팡,,,,,,1,25000,,4511312300
f_f001655,자동차 주유,1,3,1630800194,경원주유소,경북 성주군 월항면 가야로 5293,경북 성주군 월항면 유월리 1200,3322029,4784039032,2023-06-03 10:58,1,30000,주유비,
f_f001666,장거리 여행을 위한 자동차 주유,1,3,5140832711,이로운주유소,대구 남구 대명남로 30,대구 남구 대명동 1476-9,3144002,2720010300,2023-06-06 12:43,1,92049,주유비,
f_f001667,교통비,1,1,1048183559,(주)티머니,서울 중구 후암로 110,서울 중구 남대문로5가 581,3101024,1114011800,2023-05-31 06:00,1,10500,버스표,
f_f001667,교통비,2,1,2198101636,(주)중앙고속,경기 화성시 풀무골로 1,경기 화성시 영천동 651-866,3210155,4159013100,2023-05-31 05:59,1,21800,버스비,
f_f001667,교통비,3,1,1148102382,(주)한일고속,서울 서초구 신반포로 194,서울 서초구 반포동 19-4,3121017,1165010700,2023-05-31 06:23,1,29500,버스비,
f_f001671,커피,1,2,,컴포즈커피,경북 포항시 북구 이동로 48-6,경북 포항시 북구 득량동 305-1,3304050,4711311400,2023-05-29 09:50,1,3000,아메리카노(H) T/O;아메리카노(H) T/O,
f_f001676,198000,5,1,2248116882,센추리개발(주),강원특별자치도 원주시 문막읍 궁말길 193,,4457072,5113025025,2023-06-04 00:00,1,199000,,
f_f001684,전시관람입장권,1,1,2068689631,(주)엘에스컴퍼니,제주특별자치도 제주시 청사로 11,제주특별자치도 제주시 도남동 573-2,3349193,5011012900,2023-06-01 00:00,1,17000,(강릉)아르떼뮤지엄,
f_f001694,음료수,0,1,,세븐일레븐,세븐일레븐,,,,,1,7700,,4873031000
f_f001700,다과 및 음료,0,2,,파리바게트 울산다운삼성점,운곡길73,,,,,3,10000,,3111011200
f_f001738,커피,1,1,2018121515,스타벅스,울산 남구 돋질로 310,,3170015,3114010600,2023-05-27 11:05,1,10600,I-T)DCF카페라떼,
f_f001739,Itx 왕복 기차,1,1,3148210024,한국철도공사,대전 동구 중앙로 240,,3164033,3011011300,2023-05-12 00:00,1,9600,기차표,
f_f001739,Itx 왕복 기차,2,1,3148210024,한국철도공사,대전 동구 중앙로 240,,3164033,3011011300,2023-05-10 09:43,1,9600,기차표,
f_f001766,생수 2병,1,3,7457100063,OK할인마트,울산 남구 수암로22번길 12,울산 남구 신정동 1822-11,4310537,3114010400,2023-06-04 11:23,3,1000,강원평창수PET,
f_f001768,간식 과일등 식료품,1,4,5948500235,탑마트,경남 밀양시 가곡7길 24,경남 밀양시 가곡동 545-11,4808011,4827010800,2023-05-30 14:47,1,42020,수박-개/국산;동원)비피더스명장포도;고당도오렌지-개/미국;(DC)스테비아칼라토마토-팩;씨없는적포도-팩,
f_f001794,김밥,1,3,4664700689,명품달인김밥(신호점),부산 강서구 신호산단2로 55,부산 강서구 신호동 236-4,3136057,2644011700,2023-05-26 07:36,1,5700,참치김밥;애기김밥,
f_f001817,식자재,0,4,,Ok마트,,,,,,1,30000,,2771025924
f_f001827,용평리조트 패키지 (숙박; 체험; 조식; 케이블카 ),0,4,,용평리조트,용산리,,,,,1,259000,,4276038000
f_f001844,요시고사진전 입장권,2,2,2618107403,주식회사미디어앤아트,부산 부산진구 서면로 39,부산 부산진구 부전동 521-1,3129025,2623010300,2023-06-03 14:57,3,14489,요시고 사진전 - 부산(얼리버드),
f_f001879,고기,1,3,4858702933,(주)에이치스퀘어드,경기 시흥시 정왕대로 210,,2012007,4139013200,2023-05-26 20:06,1,38800,등심/로스구이,
f_f001880,연양갱; 포카리스웨트; 계란; 캔참치; 볶음고추장,0,2,,하나로마트,월드컵북로 233,,,,,1,15000,,1144012500
f_f001895,비옷,0,3,,세계로마트,벌말로32,,,,,1,3900,,4113510700
f_f001905,막걸리 쓰레기봉투 아이스크림,1,2,5078204366,남울진농협 기성지점 하나로마트,경북 울진군 기성면 척산길 29,경북 울진군 기성면 척산리 213-3,4775328,4793035021,2023-05-27 15:06,1,14380,테라(캔);쓰레기봉투 20L;부라보화이트바닐라;울진막걸리;비비빅,
f_f001911,고기,0,4,,이마트 묵동점,170-1,,,,,1,80000,,1126010400
f_f001932,없음,1,4,1486000382,CU,강원특별자치도 강릉시 사천면 진리해변길 109,강원특별자치도 강릉시 사천면 사천진리 266-20,4460926,5115036025,2023-06-02 18:46,1,15300,오리온)톡핑헤이즐넛4; 몰랑이콤팩트캔디; 대산)포켓몬우산별사; 츄파춥스게코젤리; 산리오스탠드캔디,
f_f001951,마스크팩,1,1,8098101574,CJ올리브영(주),부산 동구 중앙대로 365,부산 동구 수정동 1-10,2000010,2617010200,2023-05-27 11:02,1,8000,메디힐 워터마이드 에센 마스크셜'메디힐 티트리 에센셜 마스크;메딜힐 콜라겐 에센셜 마스크;브링그린 프레시볼팩,
f_f001982,버스표,1,1,2208742885,㈜야놀자 ,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-06-04 13:31,1,18900,버스표,
f_f001982,버스표,2,1,2208742885,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-06-01 16:26,1,42600,버스표,
f_f001985,식료품,1,2,6058627623,(주)스펀지마트,부산 부산진구 동평로 404,부산 부산진구 양정동 386-5,3129011,2623010100,2023-05-26 13:44,1,16260,한입육포(돈육);머)쇠고기육포;청)대추방울토마토;야)양파봉지 1봉,
f_f001985,식료품,2,2,6059171399,사천수산,부산 부산진구 중앙대로 지하 717,부산 부산진구 부전동 573-1,2000010,2623010300,2023-05-27 06:44,1,28000,,
f_f001999,음료수;삼각김밥,0,4,,Gs팰리스카운티,108 팰리카운티,,,,,1,5700,,4119010800
f_f002007,식재료 음식,1,12,2068650913,트레이더스,부산 연제구 좌수영로 241,부산 연제구 연산동 2374,3137034,2647010200,2023-06-03 12:11,1,230960,TS 마이워터 2L;갓구운 재래 식탁김;1등급이상도드람냉장;컷 파인애플;유기농 모둠쌈(팩),
f_f002010,물,0,4,,한샘마트,부평북로 343,,,,,3,2000,,2823710600
f_f002017,김밥,0,2,,김가네 김밥 잠실점,백제고분로 7길 25,,,,,1,10400,,1171010100
f_f002032,없음,1,2,5058209161,불국사농협주유소,경북 경주시 산업로 2906,경북 경주시 시래동 1148-1,3000104,4713013000,2023-05-31 12:21,3,20000,주유비,
f_f002032,없음,2,2,8188600574,포워드,경북 경주시 통일로 109-4,경북 경주시 남산동 366,3305062,4713012000,2023-05-31 12:36,1,13000,아포카토,
f_f002032,없음,3,2,8991000879,뉴전주식당,경북 경주시 영불로 260,경북 경주시 진현동 611-142,3305043,4713013400,2023-05-31 12:09,3,30000,,
f_f002042,식료품,1,4,2068650913,트레이더스 홀세일클럽,경남 양산시 평산로 16,경남 양산시 평산동 96,3338102,4833011900,2023-06-03 16:10,1,126080,T STANDARD 멀티팩 맛;요뽀끼 치즈떡볶이 12;CJ 햇반;롯데크런키빼빼로;오트밀 미니바이트 1,
f_f002045,냉동삼겹살,0,3,,믿음 정육점,정관로 718,,,,,5,32000,,2671025000
f_f002046,김밥,0,2,,유부김밥,한글비석로 396,,,,,1,7500,,1135010500
f_f002062,박물관티켓구입,1,1,5288701094,(주)코어웍스,서울 송파구 백제고분로17길 52,서울 송파구 잠실동 208-3,4169169,1171010100,2023-06-01 23:33,1,10000,경주 한국대중음악박물관(~06.30),
f_f002083,삼겹살 1kg; 목살 1kg,0,7,,내고향축산,능동로 13길 73,,,,,3,22000,,1121510700
f_f002117,김밥,0,9,,김밥나라,930-15,,,,,3,30000,,4723011300
f_f002449,카즈미 크레이터 그리들스토브,1,2,1208800767,쿠팡(주),서울 송파구 송파대로 570,서울 송파구 신천동 7-30,2005011,1171010200,2023-05-31 21:52,1,98000,,
f_f002457,서울에서 남해로 가는 버스 비용,1,3,1048183559,(주)티머니,서울 중구 후암로 110,서울 중구 남대문로5가 581,3101024,1114011800,2023-05-26 12:36,1,110100,버스표,
f_f002465,김밥,0,2,,대학로김밥,감골2로 39,,,,,3,8000,,4127110300
f_f002473,주유,1,2,3098503032,(주)미니주유소,대구 동구 화랑로 484,대구 동구 용계동 447-6,3142047,2714011900,2023-06-05 12:32,1,30000,주유비,
f_f002475,음료수; 간식,0,4,,하나로마트퇴계점,하나로마트퇴계점,,,,,3,30000,,4211012300
f_f002485,햇반4개;과자류;참치캔,0,4,,불상,부전시장,,,,,3,15600,,2623010300
f_f002492,고기; 술; 밥; 바나나 등 캠핑에 필요한 음식,0,5,,홈플러스 안동점,247-28,,,,,4,100000,,4717011300
f_f002500,삼각김밥,1,2,6424900972,GS25,전남 무안군 현경면 현해로 90-1,전남 무안군 현경면 외반리 571-25,3296042,4684034024,2023-06-08 08:10,1,2000,삼각)전주비빔;삼각)비빔참치,
f_f002501,과자 간식거리 음료수 커피 맥주 던킨도너츠,0,4,,50000,1244-1,,,,,1,15000,,2729010800
f_f002512,주유,0,2,,굿오일,,,,,,1,100000,,4167011800
f_f002514,버스표구입,1,1,,금아리무진,대구 동구 화랑로 493,,3142047,2714011900,2023-06-09 17:03,3,18000,버스표,
f_f002514,버스표구입,2,1,5028100505,금아리무진,대구 동구 화랑로 493,,3142047,2714011900,2023-06-09 00:00,1,18000,버스표,
f_f002518,닭고기.과자.젤리.설탕,1,5,5038528881,(주)장보고식자재마트(감삼점),대구 달서구 와룡로 157,대구 달서구 감삼동 472-2,3143013,2729011300,2023-06-02 15:55,1,59000,찹쌀수제비;통통이콩나물;고구마(상);주부초밥짱(4인분);찰떡볶이,
f_f002518,닭고기.과자.젤리.설탕,2,5,4908501024,(주)바로 창안 필마트,대구 달서구 달구벌대로 1360,대구 달서구 장기동 157,2007002,2729011000,2023-06-03 12:37,1,18640,큐원흰설탕;삼립)바베큐맛 스낵;제리뽀6입,
f_f002530,멀미약,0,1,,365자양미소약국,608-7,,,,,1,1000,,1121510500
f_f002579,옷,1,3,1048191189,에프알엘코리아(주) 포항장성점,경북 포항시 북구 새천년대로 1194,경북 포항시 북구 장성동 449,2303001,4711312100,2023-06-05 00:00,1,109700,리넨블렌드턱와이드팬츠;니트메쉬크루넥스웨터;AIRism브라탱크탑,
f_f002589,김밥,0,4,,오공김밥,강서구 공항대로41길 76,,,,,1,13000,,1150010200
f_f002593,경주투어 관광,0,2,,제주핫플버스,인터넷홈페이지,,,,,1,59600,,5011010400
f_f002604,경주월드 입장권,1,1,,경주월드,경북 경주시 보문로 544,경북 경주시 천군동 191-5,3305021,4713013500,2023-06-09 00:00,1,48000,,
f_f002621,새우; 염통; 고기; 상추; 마시멜로우; 쌈장; 음료; 물; 숯불; 버섯; 밀키트,0,4,,이마트,822-7,,,,,1,378000,,2647010200
f_f002662,유니폼.응원도구,0,4,,사직야구장,사직종합운동장 사직야구장,,,,,1,200000,,2626010900
f_f002677,방탈출카페 예약,1,1,4978100178,(주)비트포비아,서울 강남구 강남대로112길 34,서울 강남구 논현동 202-5,4166006,1168010800,2023-06-02 07:48,1,50000,서면 던전_날씨의 신,
f_f002691,떡; 볶음밥,0,1,,쿠팡,송파대로570,,,,,1,50300,,1171010200
f_f002695,컵라면. 맥주,0,2,,gs25 엘타워점,공지로455 1층,,,,,1,9000,,4211011700
f_f002742,생수,0,4,,GS마트,장기동2193,,,,,1,9800,,4157010400
f_f002817,간식,1,4,,파리바게뜨,전북 전주시 덕진구 오정1길 1,전북 전주시 덕진구 중동 780-1,4640745,4511313800,2023-06-05 07:23,1,7100,초코소라빵;슈크림빵NEW;유자가나슈마카롱,
f_f002821,사탕,0,1,,GS25,448,,,,,1,1000,,4817010400
f_f002865,휘발유,0,2,,광신석유,백양대로995,,,,,1,50000,,2632010500
f_f002869,봉구스밥버거,1,4,,봉구스 밥버거 매곡점,울산 북구 신기2길 23,울산 북구 매곡동 587,4316189,3120010300,2023-06-06 10:36,1,15000,,
f_f002885,물과 주전부리,1,1,,세븐일레븐,대전 동구 대전로 812,대전 동구 정동 17-1,3010002,3011011900,2023-06-03 11:46,1,5600,,
f_f002888,김밥 음료,1,3,1208800767,쿠팡(주),서울 송파구 송파대로 570,서울 송파구 신천동 7-30,2005011,1171010200,2023-06-04 15:45,1,21999,,
f_f002888,김밥 음료,2,3,3392701369,아이마트,경남 김해시 계동로23번길 12,경남 김해시 관동동 448-5,4805065,4825013000,2023-06-04 09:56,3,1180,,
f_f002888,김밥 음료,3,3,2591001274,김밥일번지,경남 김해시 계동로23번길 5,경남 김해시 관동동 449-3,4805065,4825013000,2023-06-04 09:52,3,10000,,
f_f002893,레고랜드 오후 입장권,1,3,,레고랜드코리아유한회사,강원특별자치도 춘천시 하중도길 128,강원특별자치도 춘천시 중도동 603,4454745,5111012900,2023-06-03 15:00,1,114000,입장권,
f_f002933,버스 승차권,1,1,1048183559,㈜티머니,서울 중구 후암로 110,서울 중구 남대문로5가 581,3101024,1114011800,2023-06-04 02:55,1,7500,버스비,
f_f002933,버스 승차권,2,1,1048183559,(주)티머니,서울 중구 후암로 110,서울 중구 남대문로5가 581,3101024,1114011800,2023-06-04 16:08,1,7500,버스표,
f_f003168,커피.티즐,0,2,,Cu시지월드점,64-13,,,,,1,4100,,2726011400
f_f003234,과일 음료 과자등 간식거리,1,4,5948500235,(주)서원유통 탑마트,경남 밀양시 가곡7길 24,경남 밀양시 가곡동 545-11,4808011,4827010800,2023-06-17 14:31,1,60200,피자빵; 해태)포키; 보리건빵; 동원)비피더스명장기획; 남양)떠먹는불가리스기획,
f_f003237,커피,0,2,,메가커피,안마산로133,,,,,4,5000,,4211012300
f_f003246,빵;쥬스;참외;물 등,0,2,,농공할인마트,금포시장길 16,,,,,3,18000,,2771025300
f_f003333,기차티켓,1,1,3148210024,한국철도공사,대전 동구 중앙로 240,,3164033,3011011300,2023-06-07 17:43,1,14500,기차표 ,
f_f003363,지인선물,0,2,,롯데백화점 울산점(블루독 베이비),삼산로 288,,,,,1,49500,,3114010600
f_f003373,승용차 기름 주유,1,2,6062268116,가락타운주유소,부산 사상구 낙동대로 730,부산 사상구 엄궁동 158-1,2006002,2653010800,2023-06-27 08:18,1,60000,주유비 ,
f_f003389,경주월드 티켓 간식,1,1,,뚜레쥬르,,,,,2023-06-19 08:54,1,11350,,
f_f003389,경주월드 티켓 간식,2,1,,경주월드,경북 경주시 보문로 544,경북 경주시 천군동 191-5,3305021,4713013500,2023-05-31 16:44,1,36900,종일이용권,
f_f003389,경주월드 티켓 간식,3,1,,경주월드,경북 경주시 보문로 544,경북 경주시 천군동 191-5,3305021,4713013500,2023-05-31 16:45,1,36900,입장권,
f_f003454,간식,1,2,1088208530,관악농협 하나로마트,서울 동작구 여의대방로 2,서울 동작구 신대방동 565-22,3118028,1159010900,2023-06-23 18:45,1,11020,정통단팥빵/삼립식품;토마토;맥심티오피 마스터라떼;삼립 정통보름달;제주삼다수,
f_f003459,레일바이크,0,2,,정선레일바이크,노추산로 745,,,,,1,30000,,4277037000
f_f003471,스마텍유선보조배터리,1,1,7520102431,CU,경북 포항시 남구 중흥로 94,경북 포항시 남구 상도동 609-3,3303049,4711110100,2023-06-17 11:37,1,16500,스마텍유선보조배터리 ,
f_f003488,보조배터리,1,1,,,,,,,2023-06-18 00:00,1,9900,,
f_f003506,커피 두잔,2,2,2018121515,스타벅스,경기 군포시 산본로 398,경기 군포시 산본동 1099-1,3200016,4141010400,2023-06-18 07:12,3,9400,T)콜드브루;I-T)아메리카노 ,
f_f003563,주유비,1,1,6068606150,SK행복충전 대천충전소,경남 진주시 강남로 15,경남 진주시 주약동 776-39,3332003,4817010200,2023-07-03 18:20,1,40415,주유비,
f_f003628,주유,1,1,8918702313,장복주유소,경남 창원시 진해구 진해대로 650,경남 창원시 진해구 경화동 1202-7,2000030,4812913900,2023-06-23 11:46,1,20000,주유비,
f_f003636,고속버스예매,2,1,2198101636,(주)중앙고속,경기 화성시 풀무골로 1,경기 화성시 영천동 651-866,3210155,4159013100,2023-07-01 18:41,1,18900,버스표,
f_f003639,커피,1,1,4543700988,세븐일레븐,경기 용인시 수지구 수지로 75,경기 용인시 수지구 상현동 1099,3205012,4146510700,2023-06-25 08:36,1,2400,세븐카페)아메리카노(R),
f_f003643,워터파크 입장권,1,2,1208643350,(주)플레이스엠,서울 강남구 테헤란로79길 6,서울 강남구 삼성동 144-19,4166758,1168010500,2023-06-27 00:00,1,54110,A종일권 대인,
f_f003731,블루원 워터파크 입장권,1,6,2208742885,㈜야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-07-01 00:15,1,154000,[토요일]올인패키지2인키즈콤비권,
f_f003731,블루원 워터파크 입장권,2,6,2208742885,㈜야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-07-01 00:09,1,86000,[토요일]올인패키지  1인권,
f_f003796,스타벅스 음료,1,2,2018121515,스타벅스,서울 마포구 마포대로 130,서울 마포구 공덕동 254-8,2113001,1144010200,2023-07-18 09:30,3,21500,한 입에 쏙 고구마;I-G)아메리카노;I-G)유자 민트 티;한입에 쏙 알밤;프리미엄 바나나 ,
f_f003854,SUP요가 사전 예약,0,1,,크레이지서퍼스,광남로48번길 29 1층,,,,,1,10000,,2650010400
f_f003880,용산 ㅡ 춘천 ITX 티켓 왕복,0,2,,한국철도공사,중앙로 240,,,,,1,48800,,3011011300
f_f003916,하이네켄 4캔,0,3,,GS25 동래포레스트점,쇠미로153,,,,,1,9000,,2626010800
f_f004020,해운대 블루라인파크 스카이캡슐&탑승권,1,2,8248102515,주식회사 인터파크트리플,서울 강남구 삼성로 512,,3122005,1168010500,2023-07-20 15:58,1,41040,부산 해운대 블루라인파크,
f_f004050,과일 및 레트로트,1,4,2068650913,이마트,서울 은평구 은평로 111,서울 은평구 응암동 90-1,3111007,1138010700,2023-07-25 19:57,3,58600,노르웨이간고등어(특);파머스픽 유명산지8미;찰옥수수;유기농 제스프리 썬골드;피코크 초계국수,
f_f004069,식음료,0,3,,이마트,묵동자이,,,,,1,120000,,1126010400
f_f004159,찹쌀떡,1,2,6030455239,파리바게뜨,부산 금정구 중앙대로 2238,부산 금정구 노포동 133,2000010,2641010200,2023-08-03 10:21,1,1800,명가찹쌀떡 ,
f_f004173,시외버스,0,2,,전국고속버스운송사업,19-4,,,,,1,82400,,1165010700
f_f004209,고속/시외버스 티켓(편도로 각각 구매),1,1,,한일고속,,,,,2023-07-10 05:44,3,28500,버스표,
f_f004209,고속/시외버스 티켓(편도로 각각 구매),2,1,,금아리무진,대구 동구 화랑로 493,대구 동구 용계동 442-1,3142047,2714011900,2023-07-12 10:53,1,7900,버스비,
f_f004222,식재료,1,2,2068650913,이마트,대구 달서구 이곡동로 24,,3147034,2729010800,2023-07-08 11:26,1,69320,산미구엘;진로;농심 자갈치;오뚜기 3분카레약간매운맛;타이거,
f_f004253,고기,0,2,,육즙,2232-22,,,,,1,78000,,2711015700
f_f004375,간식,1,2,1078657147,스토리웨이,경북 경주시 건천읍 경주역로 80,,3353983,4713025626,2023-07-17 09:24,3,2800,현대)미에로화이바;크라운)마이쭈딸기,
f_f004381,라면,0,2,,이마트이동점,이동 이마트,,,,,3,3000,,4711311500
f_f004383,음료와 피자,0,2,,포항이동이마트,이동이마트,,,,,4,50000,,4711311400
f_f004389,캠핑용먹거리,0,6,,홈플러스,896,,,,,1,265440,,4111113600
f_f004420,과자,0,1,,올리브영 아차산역점,구의동 665 54-1 1층 104호  110호  111호,,,,,1,3600,,1121510300
f_f004448,음식,0,3,,남산정육,455,,,,,1,150000,,4719011000
f_f004461,서핑 예약 / 밀푀유나베 구입,1,2,2365500588,칠시커(CHILLSEEKER),강원특별자치도 양양군 현북면 하조대해안길 77,강원특별자치도 양양군 현북면 하광정리 596-7,4505212,5183033030,2023-07-05 09:11,1,60000,체험서핑강습,
f_f004461,서핑 예약 / 밀푀유나베 구입,3,2,1208800767,쿠팡(주),서울 송파구 송파대로 570,서울 송파구 신천동 7-30,2005011,1171010200,2023-07-13 00:49,1,21900,마이셰프 밀푀유나베&칼국수,
f_f004462,식료품,0,3,,롯데마트 송천점,송천중앙로82,,,,,1,91400,,4511312100
f_f004465,잠옷,1,4,3474800589,앤칸토,부산 기장군 정관읍 산단4로 139,부산 기장군 정관읍 달산리 1207,3140028,2671025625,2023-07-11 14:27,1,91600,커플잠옷 세트 ,
f_f004484,바베큐용 음식,0,2,,홈플러스 울산점,울산 중구 번영로475 홈플러스 울산점,,,,,1,100000,,3111010300
f_f004515,커피 & 음료,1,3,2310602749,세븐일레븐,울산 남구 번영로16번길 6-6,울산 남구 야음동 471-168,4310293,3114010800,2023-07-14 09:21,1,7200,마쉼카페라떼;마쉼아메리카노;미스티)신짱구미코코(포도),
f_f004519,주유,1,1,6102739600,다운타운주유소,울산 남구 화합로 61,울산 남구 야음동 20-10,3011003,3114010800,2023-07-13 13:40,1,40000,주유비,
f_f004524,고기;회,0,6,,이마트 칠성점,이마트,,,,,1,159960,,2723010200
f_f004534,과일등 간식,1,5,7608702678,(주)빅마트(안동),경북 안동시 보현로 41,경북 안동시 용상동 1076-40,3352525,4717011000,2023-07-24 19:02,1,52260,수박;알뜰야채;천도복숭아;파워 마운틴;농심인기스낵4번들,
f_f004590,음식,1,2,2068650913,노브랜드,경기 광주시 태전동로 25,경기 광주시 태전동 162-5,3351610,4161011000,2023-07-22 10:28,1,64900,부추(봉);종량제봉투;차돌된장찌개;노브랜드 냉동 차돌박이;밥도둑 주꾸미제육볶음,
f_f004590,음식,2,2,2768701984,(주)제이피유통,경기 광주시 태전동로 27-1,경기 광주시 태전동 160-7,3351610,4161011000,2023-07-22 10:37,1,6480,농심)새우깡;삼다수;칵테일얼음;오리온)포카칩오리지날,
f_f004628,전날 기름 7만원. 편의점,1,1,5364600623,장성우리주유소,경북 포항시 북구 삼흥로 157,경북 포항시 북구 장성동 471,3304015,4711312100,2023-07-21 18:15,1,70000,주유비,
f_f004628,전날 기름 7만원. 편의점,2,1,2815500666,GS25,경북 포항시 북구 동빈로 77,경북 포항시 북구 동빈1가 84-74,3304008,4711311000,2023-07-21 14:35,1,1600,티젠말차라떼,
f_f004649,캡모자,0,2,,엠엘비,롯데백화점,,,,,1,20000,,1171010100
f_f004696,빵,1,2,2062453227,파리바게뜨,서울 성동구 왕십리광장로 17,서울 성동구 행당동 168-151,3103005,1120010700,2023-07-30 07:23,1,7100,초코 왕소라빵 플러스;고소한버터핑거스틱;재생쇼핑백,
f_f004718,음료수; 과자,0,4,,GS25,서울 서대문구 가재울미래로 2 203동 101호,,,,,3,24000,,1141012000
f_f004778,소고기;돼지고기;새우,0,3,,코스트코,구매한지 오래되서 영수증이 없습니다 돼지고기는 얻은거고 소고기는 5만원 새우 19800원이라고 하네요,,,,,3,69800,,2650010400
f_f004797,삼겹살,1,5,1389083817,하이축산,경기 의왕시 부곡시장길 34,경기 의왕시 삼동 166-50,4403074,4143010300,2023-07-28 11:53,1,76000,,
f_f004821,주유비,0,4,,에이원주유소,야은로 191,,,,,1,30000,,4719010300
f_f004836,기차표,1,1,3148210024,한국철도공사,대전 동구 중앙로 240,,3164033,3011011300,2023-07-30 13:23,3,70000,기차표,
f_f004863,숙소 예약,0,1,,락희원,황남동 214-2,,,,,1,70000,,4713011000
f_f004879,과자,0,2,,서울영동농협하나로마트 내곡점,서울 서초구 헌릉로 176,,,,,1,5000,,1165010900
f_f004895,모자,0,1,,신세계백화점 천안아산점 캡텐,신세계백화점 천안아산점 2층,,,,,1,43000,,4413111800
f_f005005,유아구명조끼,0,2,,쿠팡,남산로,,,,,1,25820,,2711015600
f_f005006,동대구>청송 버스티켓,1,2,5028100859,아성고속,대구 동구 장등로 24,대구 동구 신천동 126-4,3142038,2714010200,2023-07-20 07:20,1,17800,버스표,
f_f005006,동대구>청송 버스티켓,2,2,5028100859,(주)아성고속,대구 동구 장등로 24,대구 동구 신천동 126-4,3142038,2714010200,2023-07-29 07:20,1,17800,버스표,
f_f005006,동대구>청송 버스티켓,3,2,,청송버스터미널,경북 청송군 청송읍 중앙로 184,,3303047,4775025021,2023-07-29 15:59,1,35600,버스표 ,
f_f005019,구매안함,0,2,,규매안함,집에서 다 챙겨감..ㅠㅜ,,,,,1,0,,4111513700
f_f005035,물 음료 과일,0,3,,우리마트,,,,,,1,15000,,2632010300
f_f005104,기차표(돌아오는 건 취소/교통영역 기타로 금액입력완료)와 남이섬 입장권,1,4,3148210024,한국철도공사,대전 동구 중앙로 240,,3164033,3011011300,2023-07-01 17:55,3,5900,기차표,
f_f005104,기차표(돌아오는 건 취소/교통영역 기타로 금액입력완료)와 남이섬 입장권,3,4,2208742885,(주)야놀자 ,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-07-30 10:15,1,54000,남이섬 입장권,
f_f005106,스파랜드 이용권,1,2,5248601528,네이버파이낸셜주식회사,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,3180021,4113510300,2023-07-27 00:00,1,34000,[부산]센텀 스파랜드,
f_f005114,음료,1,4,2018121515,스타벅스,서울 용산구 한강대로 405,서울 용산구 동자동 43-205,2005005,1117010700,2023-08-06 09:48,1,23800,I-TR)트렌타 CHBT;I-G)아메리카노;I-V)아메리카노;I-T)카페라떼,
f_f005141,차에서 먹을 간식거리,0,4,,코스트코,유통로78-12,,,,,1,100000,,3120012100
f_f005156,아르떼뮤지엄 티켓,1,4,2118841856,㈜티몬,서울 강남구 압구정로 118,서울 강남구 신사동 529-4,3122007,1168010700,2023-08-18 00:00,3,66000,[황금연휴여행]쿠폰할인 강릉 아르떼뮤지엄 미디어아트 전시회,
f_f005185,남이섬 입장권,1,2,2208742885,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-07-31 04:50,1,25075,남이섬 입장권 ,
f_f005212,컵라면;김밥,0,2,,김가네 김밥,화정동979-2,,,,,1,15000,,4128112300
f_f005214,기차표,1,2,3148210024,한국철도공사,대전 동구 중앙로 240,,3164033,3011011300,2023-08-02 09:37,3,3900,기차표 ,
f_f005221,삼겹살,1,2,8022600764,향아축산물프라자,대구 달서구 이곡공원로 21-1,대구 달서구 이곡동 1238-4,3147033,2729010800,2023-08-03 09:05,1,13000,,
