COMPANION_SEQ,TRAVEL_ID,REL_CD,COMPANION_GENDER,COMPANION_AGE_GRP,COMPANION_SITUATION
2,f_f003942,2,2,1,1
1,f_f003942,1,2,5,1
3,f_f003942,2,1,2,1
1,f_f003949,1,2,7,1
2,f_f003949,2,1,4,1
1,f_f003966,3,2,6,1
2,f_f004010,2,1,1,1
1,f_f004010,1,1,5,1
3,f_f004010,2,1,1,1
1,f_f004020,5,2,4,1
1,f_f004029,7,2,4,1
1,f_f004030,1,2,4,1
1,f_f004045,1,2,4,1
1,f_f004047,1,2,5,1
2,f_f004048,5,2,7,1
4,f_f004048,3,2,8,3
1,f_f004048,1,1,6,1
3,f_f004048,5,1,7,1
2,f_f004050,2,1,1,1
1,f_f004050,1,1,4,1
3,f_f004050,2,2,1,1
1,f_f004051,1,1,5,1
2,f_f004051,2,2,1,1
1,f_f004052,8,1,4,1
1,f_f004069,3,2,8,1
2,f_f004069,5,2,5,2
1,f_f004070,1,1,4,1
2,f_f004070,2,2,1,1
2,f_f004085,5,2,3,1
1,f_f004085,5,2,3,1
2,f_f004089,3,2,7,1
1,f_f004089,3,1,7,1
3,f_f004089,5,1,3,1
1,f_f004092,1,2,6,1
2,f_f004092,2,2,4,1
1,f_f004106,3,1,6,1
3,f_f004106,1,1,4,1
2,f_f004106,3,2,6,1
4,f_f004106,5,1,3,1
1,f_f004107,7,2,3,3
3,f_f004107,7,2,3,3
2,f_f004107,7,2,3,3
1,f_f004110,3,2,6,1
1,f_f004116,7,2,3,1
2,f_f004118,2,2,2,1
1,f_f004118,1,1,5,1
3,f_f004118,2,2,1,1
1,f_f004122,1,1,6,1
2,f_f004122,2,1,3,1
1,f_f004123,8,1,3,1
1,f_f004134,1,2,6,1
1,f_f004140,7,2,3,3
2,f_f004140,7,2,4,3
1,f_f004159,7,2,3,1
1,f_f004166,7,2,4,2
1,f_f004171,1,2,6,1
1,f_f004173,6,2,2,1
1,f_f004176,7,2,3,1
1,f_f004178,7,2,6,1
2,f_f004187,7,2,4,1
1,f_f004187,7,2,4,1
3,f_f004187,7,2,4,1
1,f_f004192,8,1,4,1
1,f_f004193,2,2,3,1
1,f_f004199,8,1,3,1
1,f_f004200,1,2,5,1
3,f_f004200,2,2,2,1
5,f_f004200,3,2,7,1
2,f_f004200,2,1,2,1
4,f_f004200,2,2,2,1
2,f_f004213,7,2,7,1
4,f_f004213,7,1,7,1
1,f_f004213,7,2,7,1
3,f_f004213,7,2,7,1
1,f_f004216,8,2,3,1
1,f_f004222,8,1,4,1
1,f_f004244,8,2,4,1
1,f_f004249,1,1,5,1
1,f_f004253,8,1,3,1
1,f_f004255,1,2,7,1
2,f_f004255,2,1,4,1
1,f_f004258,1,2,4,1
1,f_f004272,8,2,3,1
1,f_f004276,7,2,3,1
2,f_f004277,2,2,2,1
1,f_f004277,1,1,5,1
2,f_f004291,2,2,4,1
1,f_f004291,1,2,7,1
1,f_f004308,7,2,3,1
1,f_f004311,8,2,4,1
2,f_f004312,3,1,6,1
1,f_f004312,3,2,6,1
1,f_f004375,8,2,3,1
1,f_f004376,1,2,5,1
2,f_f004380,2,1,1,1
1,f_f004380,1,2,4,1
1,f_f004381,1,2,5,1
1,f_f004383,1,1,5,1
1,f_f004385,8,1,3,1
4,f_f004389,7,2,4,3
6,f_f004389,7,2,4,1
1,f_f004389,7,1,4,1
3,f_f004389,7,1,4,3
5,f_f004389,7,2,4,1
7,f_f004389,1,1,4,3
2,f_f004389,7,1,4,3
1,f_f004393,7,2,4,1
1,f_f004395,3,2,6,1
1,f_f004396,1,1,4,1
1,f_f004420,8,1,4,1
1,f_f004423,3,2,7,1
1,f_f004440,8,1,3,1
1,f_f004441,8,2,3,1
1,f_f004448,1,2,5,1
2,f_f004448,2,2,1,1
1,f_f004449,2,2,3,1
1,f_f004461,8,2,3,1
2,f_f004462,7,1,4,3
1,f_f004462,7,1,4,3
2,f_f004464,2,1,1,1
1,f_f004464,1,1,4,1
3,f_f004464,2,1,1,1
1,f_f004465,7,2,4,1
3,f_f004465,7,2,4,1
2,f_f004465,7,2,4,1
1,f_f004466,8,2,3,1
1,f_f004484,8,2,4,1
1,f_f004488,7,2,3,1
2,f_f004488,7,2,3,3
1,f_f004489,7,2,3,1
2,f_f004498,7,2,4,3
1,f_f004498,7,2,4,1
2,f_f004506,2,2,3,1
1,f_f004506,1,2,5,1
1,f_f004510,7,1,4,1
1,f_f004513,1,2,4,1
2,f_f004515,2,2,1,1
1,f_f004515,1,1,4,1
2,f_f004516,7,1,3,1
1,f_f004516,7,1,3,1
3,f_f004516,7,1,3,1
1,f_f004518,7,2,3,1
1,f_f004522,1,2,6,1
2,f_f004522,2,2,3,1
1,f_f004523,7,2,3,1
2,f_f004524,7,2,3,1
4,f_f004524,7,2,3,1
1,f_f004524,7,2,3,1
3,f_f004524,7,2,3,1
5,f_f004524,7,2,3,1
2,f_f004526,4,2,7,1
1,f_f004526,4,1,7,1
3,f_f004526,5,2,5,1
1,f_f004533,1,2,4,1
3,f_f004533,2,1,1,1
2,f_f004533,2,1,1,1
2,f_f004534,2,1,2,1
4,f_f004534,6,2,2,1
1,f_f004534,1,1,5,1
3,f_f004534,6,2,2,1
1,f_f004535,8,1,4,1
1,f_f004556,8,2,3,1
2,f_f004557,7,2,4,1
1,f_f004557,7,2,4,1
3,f_f004557,7,2,4,1
1,f_f004558,6,2,2,1
1,f_f004561,8,1,3,1
1,f_f004569,8,2,5,1
1,f_f004572,8,1,4,1
1,f_f004577,1,1,6,1
2,f_f004577,2,1,3,1
1,f_f004578,8,1,3,1
5,f_f004582,6,2,1,1
2,f_f004582,3,2,7,1
4,f_f004582,6,1,4,1
1,f_f004582,3,1,7,1
3,f_f004582,5,2,4,1
2,f_f004588,2,2,2,1
1,f_f004588,1,1,5,1
1,f_f004590,8,1,4,1
1,f_f004608,9,2,3,1
1,f_f004621,8,2,4,1
1,f_f004633,8,1,3,1
2,f_f004642,2,2,1,1
1,f_f004642,1,1,4,1
1,f_f004645,1,2,5,1
3,f_f004645,2,1,1,1
2,f_f004645,2,2,2,1
1,f_f004648,1,2,4,1
1,f_f004649,1,1,4,1
2,f_f004659,6,2,1,1
1,f_f004659,5,2,4,1
2,f_f004660,7,1,4,1
1,f_f004660,7,2,4,1
1,f_f004661,1,1,6,1
1,f_f004694,7,2,3,1
1,f_f004696,7,2,4,3
1,f_f004698,3,2,5,1
2,f_f004698,4,2,8,1
1,f_f004702,8,2,3,1
1,f_f004706,8,1,3,1
1,f_f004709,8,1,3,1
1,f_f004710,1,1,5,1
2,f_f004710,2,2,1,1
1,f_f004715,7,2,3,3
2,f_f004715,7,2,3,3
2,f_f004718,2,2,2,1
1,f_f004718,1,1,6,1
3,f_f004718,2,1,2,1
1,f_f004742,3,1,5,1
3,f_f004742,5,1,3,1
2,f_f004742,3,2,5,1
1,f_f004744,8,1,4,1
1,f_f004747,8,1,3,1
1,f_f004754,7,2,3,1
1,f_f004759,3,2,8,1
2,f_f004759,1,2,3,1
2,f_f004767,2,1,1,1
1,f_f004767,1,2,4,1
1,f_f004778,3,2,6,1
2,f_f004778,3,1,6,1
1,f_f004782,8,1,3,1
3,f_f004790,5,2,3,1
2,f_f004790,3,2,6,1
1,f_f004790,3,1,6,1
1,f_f004793,5,2,3,1
1,f_f004797,1,2,8,1
3,f_f004797,2,2,5,1
5,f_f004797,5,1,7,1
2,f_f004797,2,1,5,1
4,f_f004797,2,1,1,1
6,f_f004797,5,2,6,1
1,f_f004800,8,1,4,1
1,f_f004801,1,2,4,1
1,f_f004805,8,1,3,3
1,f_f004809,2,2,4,1
2,f_f004809,1,1,7,1
1,f_f004813,7,1,3,1
3,f_f004813,7,1,3,1
2,f_f004813,7,1,3,1
1,f_f004815,7,2,4,1
1,f_f004817,8,2,3,1
2,f_f004821,2,2,3,1
1,f_f004821,1,2,6,1
3,f_f004821,2,1,3,1
1,f_f004826,8,1,3,3
1,f_f004829,7,2,3,1
1,f_f004831,8,2,3,1
2,f_f004836,7,2,3,3
1,f_f004836,7,2,3,3
3,f_f004836,7,2,3,3
1,f_f004840,3,2,6,1
1,f_f004853,3,2,6,1
1,f_f004875,1,2,5,1
1,f_f004876,8,1,3,1
2,f_f004878,2,1,5,1
1,f_f004878,2,2,4,1
7,f_f004879,7,1,4,1
9,f_f004879,7,1,4,3
2,f_f004879,7,2,4,1
4,f_f004879,7,2,4,1
6,f_f004879,7,1,4,1
8,f_f004879,7,1,4,3
1,f_f004879,7,2,4,1
3,f_f004879,7,2,4,1
5,f_f004879,7,2,4,1
1,f_f004888,8,2,3,3
1,f_f004890,1,1,5,1
3,f_f004890,2,2,1,1
2,f_f004890,2,1,1,1
4,f_f004890,2,1,1,1
1,f_f004892,7,1,3,3
1,f_f004894,8,2,4,1
1,f_f004895,8,1,3,3
1,f_f004903,7,1,7,1
1,f_f004911,7,2,3,3
4,f_f004919,7,1,3,1
1,f_f004919,7,1,3,1
3,f_f004919,7,1,3,1
5,f_f004919,7,1,3,1
2,f_f004919,7,1,3,1
1,f_f004929,8,2,3,1
2,f_f004934,7,1,4,1
4,f_f004934,7,1,4,1
6,f_f004934,7,1,4,1
8,f_f004934,7,1,4,1
1,f_f004934,7,1,4,1
3,f_f004934,7,1,4,1
5,f_f004934,7,1,4,1
7,f_f004934,7,1,4,1
2,f_f004939,2,1,2,1
1,f_f004939,1,2,5,1
1,f_f004972,7,2,3,1
1,f_f005002,1,2,4,1
1,f_f005003,1,1,4,1
1,f_f005005,1,1,4,1
3,f_f005005,2,2,1,1
2,f_f005005,2,2,1,1
1,f_f005006,3,2,7,1
1,f_f005013,1,1,5,1
1,f_f005016,8,1,3,1
1,f_f005019,8,2,3,1
2,f_f005035,2,1,3,1
1,f_f005035,8,1,6,1
2,f_f005052,7,2,3,1
1,f_f005052,7,2,3,1
3,f_f005052,7,2,3,1
1,f_f005053,8,1,4,1
1,f_f005054,7,2,3,1
1,f_f005058,1,1,5,1
3,f_f005058,2,1,1,1
5,f_f005058,5,2,5,1
2,f_f005058,2,2,2,1
4,f_f005058,3,2,8,1
1,f_f005064,1,1,5,1
2,f_f005064,2,1,2,1
1,f_f005080,3,2,6,1
2,f_f005085,7,2,3,1
4,f_f005085,7,2,3,1
1,f_f005085,7,2,3,1
3,f_f005085,7,2,3,1
1,f_f005090,3,2,6,1
3,f_f005104,7,2,3,1
2,f_f005104,7,2,3,1
1,f_f005104,7,2,3,1
1,f_f005106,8,2,3,1
1,f_f005114,7,2,3,1
3,f_f005114,7,2,3,1
2,f_f005114,7,2,3,1
1,f_f005129,8,2,3,1
1,f_f005135,7,2,6,1
1,f_f005141,1,1,5,1
3,f_f005141,2,2,2,1
2,f_f005141,2,2,3,1
2,f_f005156,2,2,2,1
1,f_f005156,1,1,5,1
3,f_f005156,2,1,1,1
1,f_f005169,8,1,3,1
1,f_f005185,7,2,4,1
1,f_f005195,1,1,4,1
2,f_f005195,2,2,1,1
1,f_f005197,7,2,3,1
2,f_f005197,7,2,3,1
1,f_f005206,7,1,4,1
1,f_f005212,8,2,3,1
1,f_f005214,8,1,3,1
1,f_f005221,8,2,3,1
1,f_f005240,1,1,5,1
3,f_f005240,2,1,1,1
5,f_f005240,5,2,5,3
7,f_f005240,6,1,1,3
9,f_f005240,5,1,4,3
2,f_f005240,2,2,1,1
4,f_f005240,3,2,8,3
6,f_f005240,6,1,5,3
8,f_f005240,6,2,1,3
10,f_f005240,6,2,4,3
1,f_f005244,8,1,4,1
1,f_f005248,8,2,4,1
12,f_f005252,10,2,1,1
1,f_f005252,1,2,4,1
3,f_f005252,2,2,1,1
5,f_f005252,10,2,4,1
7,f_f005252,10,1,4,1
9,f_f005252,10,2,1,1
11,f_f005252,10,2,4,1
2,f_f005252,2,1,1,1
4,f_f005252,10,1,5,1
6,f_f005252,10,2,1,1
8,f_f005252,10,2,4,1
10,f_f005252,10,1,4,1
1,f_f005255,8,1,3,1
1,f_f005261,3,1,7,1
3,f_f005261,5,2,3,1
2,f_f005261,3,2,6,1
1,f_f005268,3,2,6,1
1,f_f005275,7,2,3,3
2,f_f005275,7,2,3,3
1,f_f005279,7,1,3,1
2,f_f005279,7,1,3,1
1,f_f005280,1,1,4,1
5,f_f005281,7,1,3,3
7,f_f005281,7,1,3,3
2,f_f005281,7,1,3,3
4,f_f005281,7,1,3,3
6,f_f005281,7,1,3,3
1,f_f005281,7,1,3,3
3,f_f005281,7,1,3,3
1,f_f005291,7,1,4,1
1,f_f005296,8,2,3,3
1,f_f005301,8,1,4,1
2,f_f005302,2,2,2,1
4,f_f005302,2,2,1,1
6,f_f005302,3,2,7,1
1,f_f005302,1,1,5,1
3,f_f005302,2,2,1,1
5,f_f005302,3,1,7,1
1,f_f005316,1,1,7,2
3,f_f005316,2,2,3,1
2,f_f005316,2,2,3,1
1,f_f005320,2,2,2,1
1,f_f005325,1,1,5,1
3,f_f005325,2,2,1,1
2,f_f005325,2,1,2,1
2,f_f005333,3,1,6,1
1,f_f005333,3,2,6,1
3,f_f005333,5,1,3,1
1,f_f005334,7,2,3,1
5,f_f005337,11,1,1,1
2,f_f005337,2,1,4,1
4,f_f005337,11,2,1,1
1,f_f005337,1,1,7,1
3,f_f005337,11,2,4,1
1,f_f005348,1,1,4,1
2,f_f005348,2,1,1,1
1,f_f005350,8,1,4,1
1,f_f005351,8,1,4,1
1,f_f005365,7,2,3,1
2,f_f005365,7,2,3,1
1,f_f005368,7,1,3,1
2,f_f005368,7,1,3,1
1,f_f005372,1,2,5,1
3,f_f005372,2,2,1,1
2,f_f005372,2,1,1,1
3,f_f005382,7,2,3,1
2,f_f005382,7,2,3,1
1,f_f005382,7,2,3,1
1,f_f005393,3,1,6,1
2,f_f005393,3,2,6,1
1,f_f005395,1,1,4,1
1,f_f005410,8,1,4,3
1,f_f005417,3,2,6,1
1,f_f005431,8,1,4,1
1,f_f005442,8,2,3,1
1,f_f005450,1,2,4,1
1,f_f005468,3,1,6,1
3,f_f005468,5,2,3,1
2,f_f005468,3,2,6,1
1,f_f005482,8,2,3,1
2,f_f005485,2,2,3,1
3,f_f005485,2,1,3,1
1,f_f005485,1,1,6,1
1,f_f005495,7,2,3,1
2,f_f005495,7,2,3,1
1,f_f005496,1,1,4,1
1,f_f005498,8,1,3,1
1,f_f005506,8,1,4,1
1,f_f005509,2,2,4,1
1,f_f005512,9,1,3,3
3,f_f005512,7,2,3,1
2,f_f005512,9,1,3,3
2,f_f005513,7,2,4,1
1,f_f005513,7,2,4,1
2,f_f005519,2,1,2,1
1,f_f005519,1,1,5,1
1,f_f005526,3,2,7,1
1,f_f005528,7,2,4,1
1,f_f005532,8,1,3,1
1,f_f005533,7,1,4,1
1,f_f005540,3,2,6,1
1,f_f005543,8,1,4,3
2,f_f005549,7,1,3,1
1,f_f005549,7,1,3,1
3,f_f005549,7,1,3,1
1,f_f005551,1,1,5,1
3,f_f005551,2,2,2,1
2,f_f005551,2,1,2,1
4,f_f005551,2,2,2,1
2,f_f005556,10,2,3,3
4,f_f005556,10,2,4,3
6,f_f005556,10,2,3,3
8,f_f005556,10,1,4,3
10,f_f005556,10,1,4,3
1,f_f005556,10,1,4,3
3,f_f005556,10,1,4,3
5,f_f005556,10,1,4,3
7,f_f005556,10,1,4,3
9,f_f005556,10,1,4,3
1,f_f005575,1,1,5,1
3,f_f005575,2,2,1,1
2,f_f005575,2,1,1,1
1,f_f005577,7,2,3,1
3,f_f005577,7,2,3,1
2,f_f005577,7,2,3,1
1,f_f005584,8,1,4,1
1,f_f005590,5,2,4,3
1,f_f005591,6,2,3,1
1,f_f005604,8,1,3,1
1,f_f005615,5,1,3,3
1,f_f005621,7,2,3,1
1,f_f005622,8,1,6,1
1,f_f005635,8,2,3,1
1,f_f005640,7,1,4,1
1,f_f005645,5,2,2,1
1,f_f005647,7,2,3,1
1,f_f005655,1,1,7,1
3,f_f005655,2,2,4,1
2,f_f005655,2,1,3,1
2,f_f005676,2,1,1,1
1,f_f005676,1,2,5,1
3,f_f005676,3,2,8,3
1,f_f005677,8,2,3,1
2,f_f005678,2,1,1,1
1,f_f005678,1,1,5,1
1,f_f005679,7,2,3,1
1,f_f005680,8,1,3,1
1,f_f005694,8,1,3,1
1,f_f005769,8,1,4,1
1,f_f005780,8,2,3,1
2,f_f005787,7,2,6,1
1,f_f005787,7,2,6,1
1,f_f005801,8,1,3,3
1,f_f005803,7,2,3,1
2,f_f005803,7,2,3,1
1,f_f005804,8,1,3,1
3,f_f005804,7,2,3,1
2,f_f005804,7,2,3,1
1,f_f005845,8,1,4,1
1,f_f005847,8,1,3,1
1,f_f005862,5,2,3,1
1,f_f005863,8,2,4,1
1,f_f005876,3,2,8,1
1,f_f005881,1,2,4,1
1,f_f005883,8,1,3,1
3,f_f005883,7,1,3,1
2,f_f005883,7,2,3,1
1,f_f005884,7,2,3,1
1,f_f005887,8,1,3,1
1,f_f005896,8,1,3,1
1,f_f005915,8,1,3,1
1,f_f005925,7,1,4,3
1,f_f005927,8,1,3,3
1,f_f005939,8,1,3,1
1,f_f005941,2,1,3,1
2,f_f005941,2,2,3,1
1,f_f005943,8,2,3,1
2,f_f005946,2,1,4,1
1,f_f005946,1,2,6,1
2,f_f005947,7,1,3,1
1,f_f005947,7,1,3,1
3,f_f005947,8,1,3,1
1,f_f005948,3,2,6,1
2,f_f005948,5,2,3,1
1,f_f005950,7,2,3,1
2,f_f005956,10,2,3,1
4,f_f005956,10,2,3,1
1,f_f005956,10,1,3,1
3,f_f005956,10,2,3,1
1,f_f005976,8,1,3,1
1,f_f006041,1,1,4,1
1,f_f006047,5,2,3,1
1,f_f006060,8,1,3,1
1,f_f006065,3,1,6,1
2,f_f006065,3,2,6,1
1,f_f006070,1,1,4,1
1,f_f006074,8,1,3,1
1,f_f006082,7,1,3,2
2,f_f006083,7,2,4,3
1,f_f006083,5,2,3,1
1,f_f006085,8,1,5,3
2,f_f006089,2,2,1,1
1,f_f006089,1,1,5,1
1,f_f006098,7,2,3,1
1,f_f006111,8,2,3,1
2,f_f006123,7,2,3,3
4,f_f006123,7,2,3,3
1,f_f006123,7,1,3,3
3,f_f006123,8,1,3,1
2,f_f006135,5,2,4,1
1,f_f006135,3,2,7,1
3,f_f006135,7,1,3,1
1,f_f006143,1,1,4,1
1,f_f006157,8,1,4,1
3,f_f006173,10,2,4,3
5,f_f006173,10,2,4,3
7,f_f006173,10,2,6,3
2,f_f006173,10,2,4,1
4,f_f006173,10,2,4,3
6,f_f006173,10,2,5,3
8,f_f006173,10,2,4,3
1,f_f006173,10,1,4,1
1,f_f006178,8,1,3,1
2,f_f006192,5,2,3,1
1,f_f006192,5,2,4,1
3,f_f006192,5,1,3,1
1,f_f006199,8,2,3,1
1,f_f006237,8,1,4,3
1,f_f006243,7,2,3,1
1,f_f006334,8,1,4,1
2,f_f006335,2,1,3,1
1,f_f006335,1,1,6,1
2,f_f006337,2,2,2,1
1,f_f006337,1,1,5,1
1,f_f006341,2,2,1,1
1,f_f006347,3,2,6,1
1,f_f006349,1,2,5,1
1,f_f006352,8,2,5,1
1,f_f006353,7,2,4,3
1,f_f006356,5,2,4,1
3,f_f006356,2,1,1,1
5,f_f006356,11,2,1,1
2,f_f006356,2,2,1,1
4,f_f006356,11,2,1,1
1,f_f006359,2,2,1,1
1,f_f006360,8,2,4,1
1,f_f006362,1,1,6,1
2,f_f006362,2,1,1,1
1,f_f006368,7,2,4,1
1,f_f006371,2,1,1,1
2,f_f006372,2,2,2,1
1,f_f006372,1,2,5,1
3,f_f006372,2,2,2,1
1,f_f006376,1,2,5,1
2,f_f006376,2,1,1,1
2,f_f006378,2,2,2,1
1,f_f006378,1,2,5,1
3,f_f006378,2,1,1,1
1,f_f006381,1,1,5,1
3,f_f006381,2,1,2,1
2,f_f006381,2,2,2,1
1,f_f006388,1,1,5,1
2,f_f006388,2,2,2,1
1,f_f006389,2,2,2,1
1,f_f006392,1,1,5,1
3,f_f006392,2,1,2,1
2,f_f006392,2,1,2,1
4,f_f006392,2,1,2,1
1,f_f006393,8,1,4,1
3,f_f006394,2,1,1,1
2,f_f006394,2,2,2,1
1,f_f006394,1,1,5,1
1,f_f006396,1,2,4,1
1,f_f006398,1,1,5,1
1,f_f006399,3,2,7,1
1,f_f006401,7,2,4,1
2,f_f006403,2,1,1,1
4,f_f006403,3,1,7,3
6,f_f006403,6,1,4,3
1,f_f006403,1,2,4,1
3,f_f006403,2,1,1,1
5,f_f006403,3,2,7,3
7,f_f006403,6,2,4,3
2,f_f006406,7,2,6,1
1,f_f006406,1,1,6,1
3,f_f006406,7,1,6,1
1,f_f006483,8,2,3,1
1,f_f006484,7,2,3,1
1,f_f006523,3,2,7,1
1,f_f006525,1,1,4,1
3,f_f006525,2,2,1,1
2,f_f006525,2,1,1,1
1,f_f006533,7,1,3,1
1,f_f006548,7,2,3,1
4,f_f006550,5,2,5,1
6,f_f006550,11,1,2,1
8,f_f006550,11,1,5,1
1,f_f006550,3,1,8,1
3,f_f006550,5,1,3,1
5,f_f006550,5,2,4,1
7,f_f006550,11,1,2,1
2,f_f006550,3,2,7,1
2,f_f006551,4,2,8,3
1,f_f006551,3,2,7,1
1,f_f006625,7,2,4,1
1,f_f006626,7,2,3,2
3,f_f006626,7,2,3,2
2,f_f006626,7,2,3,2
1,f_f006659,8,1,3,1
1,f_f006660,8,1,3,1
1,f_f006666,1,1,5,1
2,f_f006668,2,2,2,1
1,f_f006668,1,1,5,1
3,f_f006668,2,2,2,1
1,f_f006678,7,1,3,3
1,f_f006687,8,2,3,1
1,f_f006697,7,2,3,1
1,f_f006714,1,1,4,1
1,f_f006716,8,2,3,1
1,f_f006717,7,2,5,1
1,f_f006718,3,1,6,1
3,f_f006718,5,2,3,1
2,f_f006718,3,2,6,1
4,f_f006718,5,2,2,1
1,f_f006751,8,1,3,3
1,f_f006760,7,2,5,1
1,f_f006769,1,1,5,1
1,f_f006775,3,2,5,1
3,f_f006775,8,1,3,1
2,f_f006775,5,2,3,1
1,f_f006800,2,2,3,1
1,f_f006830,7,2,4,1
1,f_f006831,1,2,4,1
5,f_f006836,2,2,1,1
2,f_f006836,2,2,4,1
4,f_f006836,2,1,4,1
1,f_f006836,1,1,7,1
3,f_f006836,2,2,4,1
1,f_f006856,8,1,3,1
1,f_f006858,7,2,3,1
2,f_f006858,7,2,3,1
1,f_f006867,8,1,4,1
1,f_f006871,8,1,3,1
1,f_f006879,8,1,3,1
1,f_f006910,8,1,3,1
1,f_f006914,7,1,3,1
1,f_f006921,1,1,5,1
3,f_f006921,2,1,1,1
2,f_f006921,2,2,2,1
1,f_f006924,8,2,3,1
1,f_f006925,8,1,3,1
3,f_f006925,7,2,3,3
2,f_f006925,7,1,3,3
4,f_f006925,7,2,3,3
1,f_f006933,1,1,4,1
1,f_f006934,7,2,4,1
1,f_f006943,1,2,4,1
3,f_f006943,2,2,1,1
2,f_f006943,2,2,1,1
1,f_f006957,8,1,3,1
3,f_f006957,7,2,3,1
2,f_f006957,7,1,3,1
1,f_f006967,8,1,4,1
1,f_f006971,5,2,3,1
2,f_f006971,5,1,3,1
1,f_f006976,1,2,5,1
3,f_f006976,2,1,2,1
2,f_f006976,2,2,3,1
1,f_f007010,2,2,3,1
1,f_f007020,1,1,4,1
2,f_f007047,7,2,3,1
1,f_f007047,7,2,3,1
1,f_f007065,8,1,3,1
1,f_f007075,9,1,5,1
1,f_f007082,7,2,4,1
1,f_f007088,1,2,3,1
1,f_f007093,8,1,4,1
1,f_f007094,8,2,4,1
1,f_f007095,7,2,3,1
3,f_f007095,7,2,3,1
2,f_f007095,7,2,3,1
1,f_f007111,1,2,4,1
1,f_f007129,8,1,3,1
4,f_f007131,7,1,3,1
1,f_f007131,7,1,3,1
3,f_f007131,7,1,3,1
5,f_f007131,7,1,3,1
2,f_f007131,7,1,3,1
1,f_f007133,7,2,4,1
2,f_f007133,7,2,4,1
1,f_f007144,7,1,3,1
1,f_f007148,8,1,3,1
1,f_f007186,9,1,3,1
3,f_f007186,9,1,3,1
5,f_f007186,9,1,3,1
7,f_f007186,9,2,3,1
2,f_f007186,9,1,3,1
4,f_f007186,9,1,3,1
6,f_f007186,9,1,3,1
8,f_f007186,9,2,3,1
1,f_f007193,3,1,7,1
2,f_f007193,3,2,6,1
1,f_f007199,1,1,5,1
2,f_f007199,2,2,1,1
1,f_f007200,3,1,8,1
3,f_f007200,1,1,5,1
5,f_f007200,2,2,1,1
2,f_f007200,3,2,7,1
4,f_f007200,2,1,1,1
6,f_f007200,5,1,4,3
1,f_f007205,8,1,3,1
1,f_f007206,8,1,3,1
1,f_f007209,7,2,3,1
3,f_f007209,7,2,3,1
2,f_f007209,7,2,3,1
4,f_f007209,7,2,3,1
2,f_f007210,7,1,3,3
4,f_f007210,10,1,3,3
6,f_f007210,10,1,4,3
1,f_f007210,8,1,3,1
3,f_f007210,10,1,3,3
5,f_f007210,10,1,3,3
7,f_f007210,10,2,3,3
1,f_f007216,7,1,3,1
1,f_f007225,7,2,3,1
3,f_f007225,7,1,3,1
5,f_f007225,7,1,3,1
2,f_f007225,7,2,3,1
4,f_f007225,7,1,3,1
1,f_f007226,7,2,3,1
2,f_f007232,7,2,4,3
1,f_f007232,7,2,4,1
1,f_f007233,8,1,4,1
1,f_f007244,8,1,3,1
1,f_f007245,7,2,3,1
1,f_f007246,7,2,3,1
2,f_f007306,7,2,3,1
1,f_f007306,7,2,3,1
1,f_f007335,8,1,3,1
2,f_f007353,5,2,4,1
1,f_f007353,3,1,7,1
3,f_f007353,6,1,1,1
1,f_f007354,1,2,4,3
1,f_f007375,8,1,3,1
1,f_f007388,8,2,3,1
2,f_f007402,9,2,5,3
1,f_f007402,1,2,4,1
3,f_f007402,9,1,2,3
1,f_f007404,3,2,6,1
2,f_f007404,5,2,4,1
1,f_f007437,3,1,7,1
3,f_f007437,6,1,4,1
2,f_f007437,5,2,4,1
2,f_f007460,7,2,3,2
1,f_f007460,7,2,3,1
1,f_f007494,8,1,3,1
1,f_f007497,7,1,3,1
3,f_f007497,7,2,3,1
5,f_f007497,7,1,3,3
2,f_f007497,7,1,3,1
4,f_f007497,7,2,3,1
6,f_f007497,7,2,3,3
1,f_f007499,3,2,6,1
1,f_f007501,8,1,3,1
1,f_f007502,3,2,7,1
1,f_f007506,8,1,3,1
1,f_f007514,7,1,4,1
3,f_f007514,7,1,4,1
5,f_f007514,7,2,4,1
2,f_f007514,7,1,4,1
4,f_f007514,7,1,4,1
1,f_f007515,7,2,3,1
1,f_f007520,7,2,3,1
3,f_f007520,7,2,3,1
2,f_f007520,7,2,3,1
4,f_f007520,7,2,3,1
1,f_f007525,8,1,3,1
1,f_f007528,8,1,5,1
2,f_f007529,3,2,6,3
1,f_f007529,3,1,6,3
3,f_f007529,5,1,3,3
1,f_f007530,7,2,4,1
1,f_f007535,9,2,4,1
3,f_f007535,9,2,4,1
2,f_f007535,9,2,4,1
2,f_f007538,3,2,6,1
1,f_f007538,3,1,7,1
4,f_f007548,7,2,4,1
1,f_f007548,7,2,4,3
3,f_f007548,7,2,4,1
2,f_f007548,7,2,4,3
1,f_f007550,7,2,4,1
1,f_f007561,7,2,3,3
1,f_f007567,1,1,4,1
1,f_f007568,7,2,4,1
2,f_f007631,7,2,7,1
1,f_f007631,7,2,7,1
3,f_f007631,7,2,6,1
2,f_f007688,2,1,3,1
1,f_f007688,1,2,5,1
1,f_f007690,8,1,4,1
1,f_f007700,3,1,8,1
2,f_f007700,3,2,7,1
1,f_f007701,1,1,5,1
3,f_f007701,2,2,1,1
2,f_f007701,2,2,1,1
2,f_f007719,7,2,3,3
1,f_f007719,7,1,3,3
1,f_f007731,7,2,3,1
2,f_f007733,3,2,7,3
4,f_f007733,5,1,3,3
6,f_f007733,6,2,1,3
