TRAVEL_ID,VISIT_AREA_ID,ACTIVITY_TYPE_CD,ACTIVITY_TYPE_SEQ,ACTIVITY_ETC,ACTIVITY_DTL,RSVT_YN,EXPND_SE,ADMISSION_SE
e_e000003,2304300003,1,0,,우동;라면 등,N,1,
e_e000003,2304300004,3,0,,프로축구 K리그 경기,Y,1,2
e_e000003,2304300002,5,0,,,,,
e_e000003,2304300005,5,0,,,,,
e_e000340,2305270002,1,0,,탕수육;짬뽕;자장면,N,1,
e_e000340,2305280003,1,0,,담백한 막국수;명태 회 막국수;만두,N,1,
e_e000340,2305290003,1,0,,이동갈비;비빔냉면,N,4,
e_e000340,2305290002,3,0,,물고기 잡기,N,5,1
e_e000340,2305290001,3,1,,물고기 잡기,N,5,1
e_e000340,2305270004,4,0,,,,,
e_e000340,2305280001,4,0,,,,,
e_e000340,2305280002,4,0,,,,,
e_e000340,2305280005,4,0,,,,,
e_e000340,2305280006,4,0,,,,,
e_e000340,2305270003,5,0,,,,,
e_e000340,2305270005,5,0,,,,,
e_e000340,2305280004,5,0,,,,,
e_e000340,2305280007,5,0,,,,,
e_e000340,2305290001,5,0,,,,,
e_e000515,2306030002,1,0,,오징어핫바;닭꼬치;닭강정;핫도그,Y,1,
e_e000515,2306050003,1,0,,햄버거;떢볶이;에이드,N,1,
e_e000515,2306050005,1,0,,모듬회,N,1,
e_e000515,2306040001,4,0,,,,,
e_e000515,2306040002,4,0,,,,,
e_e000515,2306050001,4,0,,,,,
e_e000515,2306050002,4,0,,,,,
e_e000515,2306050004,4,1,,,,,
e_e000515,2306050004,5,0,,,,,
e_e000515,2306030002,5,1,,,,,
e_e000571,2305240004,1,0,,쟁반짜장;찹쌀탕수육,N,4,
e_e000571,2305240005,1,0,,커피;디저트,N,1,
e_e000571,2305250001,1,0,,커피;빵,N,1,
e_e000571,2305250002,1,0,,샴페인;맥주;식사류,N,1,
e_e000571,2305260002,1,0,,애프터눈티세트;망고빙수,Y,1,
e_e000571,2305260003,1,0,,꼬치;텐동;마키,Y,4,
e_e000571,2305250001,2,1,,헤어핀;모자,N,1,
e_e000571,2305240002,3,0,,소이산모노레일 탑승,Y,1,1
e_e000571,2305240003,4,0,,,,,
e_e000571,2305260001,4,0,,,,,
e_e000571,2305260006,4,0,,,,,
e_e000571,2305240002,4,1,,,,,
e_e000571,2305250003,5,0,,,,,
e_e000571,2305250002,5,1,,,,,
e_e000571,2305260002,5,1,,,,,
e_e000571,2305260005,6,0,,기차탑승준비,Y,5,
e_e000571,2305250002,6,2,,,Y,1,
e_e000571,2305240007,7,0,,,,,
e_e000571,2305240006,99,0,,,,,
e_e000601,2305260002,1,0,,매참김밥,N,1,
e_e000601,2305270003,1,0,,독도새우회,Y,4,
e_e000601,2305280002,1,0,,블루베리치즈빙수 국화빵,N,1,
e_e000601,2305280003,1,0,,막창,Y,1,
e_e000601,2305290001,2,0,,백미빵 생크림단팥빵,Y,1,
e_e000601,2305270003,2,1,,선물용 대게 및 게장밥 포장,Y,1,
e_e000601,2305260004,4,0,,,,,
e_e000601,2305270001,4,0,,,,,
e_e000601,2305270004,4,0,,,,,
e_e000601,2305280001,4,0,,,,,
e_e000601,2305270004,5,1,,,,,
e_e000654,2305200002,1,0,,소고기국밥&고기굴림만두&호두잣과자 먹음,N,1,
e_e000654,2305200004,1,0,,돼지고기를 먹었습니다,N,1,
e_e000654,2305200005,1,0,,파리바게트에서 인절미쉐이크 가평맛남샌드구매,N,1,
e_e000654,2305200003,3,0,,짚라인&어드벤처를 체험했습니다,N,1,1
e_e000654,2305200005,5,1,,,,,
e_e001062,2305270002,1,0,,고기 술 회 과자,Y,4,
e_e001062,2305270003,1,0,,도나우핫칠리덕;도나우어니언덕,N,1,
e_e001062,2305270005,1,0,,제육볶음;칼국수,Y,1,
e_e001062,2305270007,1,0,,회,N,2,
e_e001062,2305280001,1,0,,불낙전골  닭칼국수,N,1,
e_e001062,2305280002,1,0,,쑥라떼 평온차 초콜릿라떼,Y,1,
e_e001062,2305290002,1,0,,냉면,Y,1,
e_e001062,2305290005,1,0,,보쌈,Y,1,
e_e001062,2305270003,1,2,,닥터페퍼,N,1,
e_e001062,2305270006,2,0,,고기 술 과자 양념등등,N,1,
e_e001062,2305270008,2,0,,고기 과자 음료,Y,1,
e_e001062,2305280005,2,1,,송이버섯 도마,N,5,
e_e001062,2305270002,3,1,,스크린골프 노래방 수영,Y,5,1
e_e001062,2305280006,4,0,,,,,
e_e001062,2305290001,4,1,,,,,
e_e001062,2305280002,4,3,,,,,
e_e001062,2305270004,5,0,,,,,
e_e001062,2305280003,5,0,,,,,
e_e001062,2305290001,5,0,,,,,
e_e001062,2305290003,5,0,,,,,
e_e001062,2305290004,5,0,,,,,
e_e001062,2305270003,5,1,,,,,
e_e001062,2305280002,5,1,,,,,
e_e001062,2305280004,5,1,,,,,
e_e001062,2305280006,5,1,,,,,
e_e001062,2305270002,5,2,,,,,
e_e004690,2307280002,1,0,,아이스아메리카노,N,1,
e_e004690,2307280005,1,0,,라멘,N,1,
e_e004690,2307290002,1,0,,막국수,N,1,
e_e004690,2307290003,1,0,,커피;빵,N,1,
e_e004690,2307290004,1,0,,과일주스,N,1,
e_e004690,2307290005,1,0,,부대볶음,N,1,
e_e004690,2307300001,1,0,,커피,N,1,
e_e004690,2307280006,2,0,,간식,N,1,
e_e004690,2307290006,2,0,,음료수 간식,N,1,
e_e004690,2307300002,2,0,,과일 등,N,1,
e_e004690,2307300003,2,0,,주유,N,1,
e_e004690,2307280003,3,0,,워터파크 및 수상레저이용,N,1,2
e_e004690,2307290007,3,0,,입장,N,5,2
e_e004690,2307290006,3,1,,미션임파서블 영화,Y,1,2
e_e004690,2307290001,3,3,,자연감상,N,5,1
e_e004690,2307280006,4,1,,,,,
e_e004690,2307300002,4,1,,,,,
e_e004690,2307290001,4,2,,,,,
e_e004690,2307290005,4,3,,,,,
e_e004690,2307280004,5,0,,,,,
e_e004690,2307280002,5,1,,,,,
e_e004690,2307290004,5,1,,,,,
e_e004690,2307280007,5,4,,,,,
e_e004690,2307280007,6,2,,숙소휴식,Y,5,
e_e004785,2307100007,1,0,,숯불닭갈비 - 소금;-양념;막걸리;비빔막국수,N,1,
e_e004785,2307110003,1,0,,해물칼수제비 2인분;해물전,N,1,
e_e004785,2307110004,1,0,,아이스호두과자,N,1,
e_e004785,2307120001,1,0,,우렁쌈밥;된장찌개,N,1,
e_e004785,2307120004,1,0,,미니아몬드크로와상;아이스아메리카노;콜드브루 아인슈페너,Y,1,
e_e004785,2307120006,1,0,,눈사람아이스크림호떡,N,1,
e_e004785,2307120007,1,0,,에스프레소 눈꽃 빙수,N,1,
e_e004785,2307120009,1,0,,철판 닭갈비 2인분;볶음밥 1인분,Y,1,
e_e004785,2307110010,1,1,,티본스테이크;삼겹살;비빔면;소시지;양파;명이나물;파프리카;새송이버섯;청하;맥주;과자;초콜릿;마시멜로;김치,Y,4,
e_e004785,2307100008,2,0,,맥주 2캔;과자 3봉지;물,N,1,
e_e004785,2307110006,2,0,,물;술;삼겹살;명이나물;과자;아이스크림;깻잎;황토밤오징어;새송이버섯;비비고차돌된장찌개;생와사비;초콜릿;깐양파;파프리카;비비고김치;블루베리;후랑크소시지,N,1,
e_e004785,2307110007,2,0,,청하 1병;라면 2봉지,N,1,
e_e004785,2307110008,2,1,,주유,N,1,
e_e004785,2307100005,3,0,,빠지에서 여러 종류의 수상레저 기구를 탔음. 그리고 풀장에서 수영함,Y,1,1
e_e004785,2307110005,3,0,,제이드가든 입장. 꽃;나무;온실;정원 관람,N,1,2
e_e004785,2307120003,3,0,,남이섬 입장권,Y,1,2
e_e004785,2307120005,3,0,,커플 자전거 체험,N,1,1
e_e004785,2307110010,3,2,,글랭핑;바베큐;불멍,Y,5,1
e_e004785,2307120008,4,0,,,,,
e_e004785,2307120003,4,1,,,,,
e_e004785,2307100002,5,0,,,,,
e_e004785,2307110010,5,3,,,,,
e_e004785,2307110002,6,0,,렌트카 대여,Y,1,
e_e004785,2307120002,6,1,,주차,N,1,
e_e004785,2307120010,6,1,,쏘카 반납 후 가평역으로 이동;가평역에서 용산역으로 이동,Y,1,
e_e004785,2307100003,7,0,,,,,
e_e004785,2307100004,7,0,,,,,
e_e004785,2307100006,7,0,,,,,
e_e004785,2307110001,7,0,,,,,
e_e004785,2307120002,7,0,,,,,
e_e004785,2307120010,7,0,,,,,
e_e006945,2308200003,1,0,,옹심이칼국수;감자전;닭갈비(상품구매),N,1,
e_e006945,2308200003,2,1,,닭갈비,N,5,
e_e006945,2308200003,2,2,,닭강정,Y,1,
e_e006945,2308200002,3,0,,유적지 관람,N,5,2
e_e006945,2308200004,3,0,,문화재 관람,N,5,2
e_e008914,2308270004,2,3,,커피;식혜,N,1,
e_e008914,2308270004,2,4,,닭갈비,N,1,
e_e008914,2308270004,4,1,,,,,
e_e008914,2308270004,5,2,,,,,
f_f000007,2304290003,1,0,,수육백반 2,Y,1,
f_f000007,2304290004,1,0,,핸드드립커피 2;치드케이크1,N,1,
f_f000007,2304290006,1,0,,조개구이 3인;홍가리비 추가;주류,Y,1,
f_f000007,2304300004,1,0,,구자윤 베이커리에서 구매한 빵 시식,N,4,
f_f000007,2305010001,1,0,,아이스아메리카노 2,Y,1,
f_f000007,2305010005,1,0,,아구찜(중);공기밥 3;우동사리 1,N,1,
f_f000007,2304290008,2,0,,토마토;포도;치즈;주류;음료;아이스크림,Y,1,
f_f000007,2304300001,2,0,,모카빵;흑미호박페스츄리;허니롤;미니파운드,Y,1,
f_f000007,2304300003,3,0,,여행하는 달(5월)의 특성상 부산 사찰 범어사에 방문해 상징적인 대웅전 등 건물을 눈으로 직접 보고 옴,N,5,2
f_f000007,2304300002,4,0,,,,,
f_f000007,2304300005,4,0,,,,,
f_f000007,2305010002,4,0,,,,,
f_f000007,2305010005,4,1,,,,,
f_f000007,2305010003,6,0,,네이버 예약으로 헬스장 이용권 구매하여 운동,Y,5,
f_f000007,2304290002,99,0,,,,,
f_f000007,2305010004,99,0,,,,,
f_f000012,2304300004,1,0,,어묵꼬치,N,1,
f_f000012,2304300005,1,0,,순두부전골,N,1,
f_f000012,2304300006,1,0,,아이스아메리카노 1잔;딸기라떼 1잔,N,1,
f_f000012,2304300008,1,0,,해물칼국수,N,1,
f_f000012,2305010002,1,0,,들깨 막국수;곤드레 막국수,N,1,
f_f000012,2305010004,1,0,,강냉이 아이스크림;옥수수 커피,N,1,
f_f000012,2305010005,1,0,,요거트 젤라또;제주 감귤 젤라또,N,1,
f_f000012,2305010007,1,0,,김치삼겹살 갈레트;사이다,N,1,
f_f000012,2305020002,1,0,,치즈 어묵고로케;김치 어묵고로케,N,1,
f_f000012,2305020003,1,0,,장칼국수 2개;이화김밥 1줄,N,1,
f_f000012,2305020004,1,0,,아이스 아메리카노;아이스 카페라떼,Y,1,
f_f000012,2305020005,1,0,,먹물 아이스크림빵,N,1,
f_f000012,2305020006,1,0,,소떡소떡,N,1,
f_f000012,2305020006,1,1,,물,N,1,
f_f000012,2305010006,2,0,,약과샌드 2개,Y,1,
f_f000012,2305010009,2,0,,로투스 커피;레밍턴 구겔호프,N,1,
f_f000012,2304300009,4,0,,,,,
f_f000012,2305010003,4,0,,,,,
f_f000012,2305010008,4,0,,,,,
f_f000012,2304300002,5,0,,,,,
f_f000012,2304300007,5,0,,,,,
f_f000012,2305010001,5,0,,,,,
f_f000012,2304300003,6,0,,주유,N,1,
f_f000012,2305020006,6,2,,주유,N,1,
f_f000014,2304290004,1,0,,델리만쥬,N,1,
f_f000014,2304290007,1,0,,제육볶음이 메인반찬인 매콤제육쌈밥을 먹음. 제육볶음은 적당히 맵고 짭짤하니 맛있었음. 기본 찬들은 보통. 쌈채소가 생각보다 많이 나와서 좋았음. 리필을 요청하면 리필을 해주지만 리필이 늦었고;약속 된 시간이 지나니까 나가셔야 한다고 재촉하는 점이 좋지 않았음,Y,4,
f_f000014,2304290010,1,0,,돌크림라떼;피치우롱티. 이 카페의 시그니처 3대장 중 2가지로 나머지 1가지는 '천주호 에이드'다. 청록색인 천주호 색을 닮은 레몬에이드인듯. 돌크림라떼는 화강암을 묘사한 흑임자라떼인데 흑임자맛도;커피맛 그 어느것도 진하지 않아 밍밍하다는 느낌을 받음. 사진이랑 너무 다르다. 피치 우롱티는 복숭아에 차를 탄 음료인데 젤리같은게 들어서 이게 제일 맛있었음. 아트밸리 내에 있는 거의 유일한 카페라 손님들이 꾸준히 있음. 정면에 채석장이 보이므로 편하게 풍경 감상하기 좋다. 테이크아웃 후에 밖에 있는 전망대나 주변에서 먹어도 좋을듯,Y,1,
f_f000014,2304290012,2,0,,악세서리점에서 흰색 머리끈과 신발가게에서 운동화를 구매함. 신발가게는 할인을 많이 했는데 종류가 없는게 많고 직원이 불친절함. 코로나때는 다 망한 거리 같더니 외국인도 북적북적하고 예전 명성을 되찾은 듯 하다. 사람구경을 잔뜩 해서 좋았다,N,1,
f_f000014,2304290016,2,0,,양파묶음. 주변에서 제일 큰 야채가게라서 집 가기 전에 들림. 이마트에브리데이에서는 상한 양파가 많았는데 오히려 여기가 더 나은듯.,N,1,
f_f000014,2304290017,2,0,,진간장. 간장을 며칠 전 다 써서 구매하려고 들렸다. 상품이 다양해서 여행가기 전에 들려서 준비물 챙기기에도 좋음.,N,1,
f_f000014,2304290005,3,0,,절벽에 건설된 철골다리를 걸으면서 한탄강 계곡을 관광 가능함. 주상절리와 현무암을 볼 수있고 화산활동이 일어나기 전 철원의 기반암이였던 화강암도 같이 섞여있는것이 새로움. 비가와서 계곡 절벽에 폭포들이 생겼는데 과장 조금 보태서 북유럽의 피오르해안이 떠올랐음. 중간중간 스카이전망대들을 만들어서 가까이서 풍경을 볼 수 있었음. 아쉬운점은 주상절리에대한 설명이라던지 한탄강의 발달 등 풍경과 관련된 설명이 전망대에 없어서 사전지식이 없다면 감흥이 적을 수 있음,Y,5,2
f_f000014,2304290006,3,0,,주상절리길 드르니 매표소에서 순담 매표소까지 걸어옴. 화장실에 들림,Y,5,2
f_f000014,2304290008,3,0,,고석정을 방문해서 풍경 및 임꺽정 관련 이야기를 들음. 먹지는 않았지만 주변에 식당도 있어서 끼니를 해결하기에도 좋아보였음. 화강암 돌 기둥이 웅장하고 멋있었음. 마찬가지로 비가와서 고석정 옆에 생긴 폭포수가 더 운치있었음. 래프팅을 하는 사람과 모터보트?같은 걸 탈 수있는 선착장도 바로 옆에 있어서 시간이 있었다면 타보면 좋을 것 같았다. 다만 단순히 구경만 하기에는 심심하다는 느낌을 받을 수 있을 것 같음. 설명도를 고석정이 눈앞에 보이는 곳에 설치했으면 좋겠음. 입구에 있어서 한참 아래로 내려가다가 기억이 희미해짐.,Y,5,2
f_f000014,2304290005,4,1,,,,,
f_f000014,2304290006,4,1,,,,,
f_f000014,2304290008,4,1,,,,,
f_f000014,2304290011,5,0,,,,,
f_f000014,2304290004,5,1,,,,,
f_f000014,2304290010,5,1,,,,,
f_f000014,2304290003,7,0,,,,,
f_f000014,2304290013,7,0,,,,,
f_f000014,2304290014,7,0,,,,,
f_f000014,2304290015,7,0,,,,,
f_f000014,2304290012,7,1,,,,,
f_f000015,2304300002,1,0,,비빔밥;순두부찌개;토스트;핫바;라면;튀김김밥,N,1,
f_f000015,2304300005,1,0,,이베리코 삼겹살;이베리코 갈비살,N,1,
f_f000015,2305010001,1,0,,아이스아메리카노,N,1,
f_f000015,2305010005,1,0,,언양불고기;물냉면;비빔냉면,Y,1,
f_f000015,2304300003,1,2,,파이퍼아인슈페너;바닐라차이티;크로핀,N,1,
f_f000015,2304300006,2,1,,방울토마토;맥주;컵라면;냉동식품;시리얼;물;과자;유제품,Y,1,
f_f000015,2305010002,3,1,,얼음골케이블카,N,1,1
f_f000015,2305010003,4,0,,,,,
f_f000015,2305010004,4,0,,,,,
f_f000015,2304300004,5,0,,,,,
f_f000015,2304300002,5,1,,,,,
f_f000015,2304300003,5,1,,,,,
f_f000015,2305010001,5,1,,,,,
f_f000015,2305010002,7,0,,,,,
f_f000015,2304300004,7,1,,,,,
f_f000015,2304300007,99,0,,,,,
f_f000019,2304300003,1,0,,꼬막육전대판,N,1,
f_f000019,2305010002,1,0,,애플시나몬에이드;크로와상,N,1,
f_f000019,2305010004,1,0,,갈비,N,1,
f_f000019,2305010001,4,0,,,,,
f_f000019,2305010003,4,0,,,,,
f_f000019,2305010005,4,0,,,,,
f_f000019,2305010001,5,1,,,,,
f_f000019,2305010002,5,1,,,,,
f_f000019,2305010003,5,1,,,,,
f_f000019,2305010005,5,1,,,,,
f_f000021,2304280003,1,0,,비빔밥;시래기국밥,N,4,
f_f000021,2304280005,1,0,,메밀전;황태구이;산채정식;곰취막걸리,N,1,
f_f000021,2304290002,1,0,,황태해장국;산채돌솥밥,N,4,
f_f000021,2304290006,1,0,,메밀전병;감자전;약수정식;막걸리,N,1,
f_f000021,2304300002,1,0,,순두부,N,1,
f_f000021,2304300003,1,0,,커피;음료,N,1,
f_f000021,2304300004,1,0,,수육;막국수;옹심이,N,1,
f_f000021,2304280003,1,1,,커피,N,4,
f_f000021,2304290004,1,1,,커피,N,1,
f_f000021,2304300002,1,1,,커피,N,1,
f_f000021,2304290005,3,0,,목욕,N,5,2
f_f000021,2304280004,4,0,,,,,
f_f000021,2304290003,4,0,,,,,
f_f000021,2304290004,5,0,,,,,
f_f000021,2304280002,5,2,,,,,
f_f000021,2304280003,5,2,,,,,
f_f000021,2304290001,5,3,,,,,
f_f000022,2304300002,1,0,,연잎한우떡갈비3;연잎밥돼지갈비1;막국수1,N,1,
f_f000022,2304300004,1,0,,아이스라떼;유자차;아이스유자차;자몽에이드;아이스오미자차,N,1,
f_f000022,2305010002,1,0,,장어구이1.5키로(계좌이체);초장값(카드결재)),N,1,
f_f000022,2305010003,2,0,,티셔츠;트레이닝복(아이쇼핑),N,5,
f_f000022,2305010001,3,2,,흔들다리,N,5,2
f_f000022,2305010001,4,0,,,,,
f_f000022,2304300003,4,1,,,,,
f_f000022,2304300004,5,1,,,,,
f_f000022,2305010001,5,1,,,,,
f_f000022,2304300003,5,3,,,,,
f_f000023,2304290005,1,0,,아메리카노;히말라야솔트라떼,N,1,
f_f000023,2304290003,2,0,,익덕션레인지;소고기;계란;탄산수;양말;소시지롤,N,1,
f_f000023,2304290004,2,0,,쇼파;테이블,N,5,
f_f000026,2304280002,1,0,,김밥,N,4,
f_f000026,2304280003,1,0,,아이스아메리카노;레몬차;대파크림치즈소금빵,Y,1,
f_f000026,2304280004,1,0,,생오리주물럭;맥주,N,4,
f_f000026,2304290001,1,0,,닭갈비;막국수;볶음밥,N,1,
f_f000026,2304290003,1,0,,들기름막국수 물떡&어묵꼬치 소양강막걸리 섬술탁주,N,2;3,
f_f000026,2304290002,2,0,,소양강생막걸리;섬술탁주;붉은원숭이막걸리,N,5,
f_f000026,2304280003,2,3,,원두모카번  오리지날크라상 포장,N,5,
f_f000026,2304280002,4,2,,,,,
f_f000026,2304280003,4,2,,,,,
f_f000026,2304280004,4,2,,,,,
f_f000026,2304280003,5,1,,,,,
f_f000026,2304280004,5,1,,,,,
f_f000026,2304290003,5,1,,,,,
f_f000026,2304290002,6,1,,강아지놀이터에서 강아지와 놀아주기;4주년 행사로 디제잉공연 관람;시음회 참석,N,5,
f_f000026,2304290003,6,2,,음식 조리 및 정리;강아지놀이터에서 놀아주기;캠핑장 둘레 산책,N,5,
f_f000026,2304280004,6,3,,강아지놀이터에서 강아지 놀아주기;캠핑사이트 세팅,Y,5,
f_f000028,2304290002,1,0,,꽈배기.십원빵. 돼지갈비,N,4,
f_f000028,2304290004,1,0,,갈비,N,4,
f_f000028,2304300002,1,0,,장어구이,N,1,
f_f000028,2304300001,4,0,,,,,
f_f000028,2304300003,4,1,,,,,
f_f000028,2304290003,5,0,,,,,
f_f000028,2304300004,5,0,,,,,
f_f000028,2305010001,5,1,,,,,
f_f000029,2304290001,1,0,,빵;커피;음료,N,1,
f_f000029,2304290002,1,0,,장칼국수;옹심이,N,1,
f_f000029,2304290004,1,0,,음료,N,1,
f_f000029,2304290005,1,0,,돈까스;함박스테이크,Y,1,
f_f000029,2304290003,2,0,,문구품,N,1,
f_f000029,2304290001,2,1,,편의점 음식;음료;주류;간식,N,5,
f_f000029,2304300001,2,1,,캠핑장구매영수증,Y,1,
f_f000029,2304300001,4,0,,,Y,,
f_f000029,2304290004,6,1,,책읽기,N,1,
f_f000031,2304290003,1,0,,닭꼬치;매직핫도그,N,1,
f_f000031,2304290005,1,0,,마늘갈비살;공기밥;국수;주류,N,1,
f_f000031,2304290008,1,0,,조개구이A코스,N,1,
f_f000031,2304300002,1,0,,물회;섭국;미역국;붉은대게살비빔밥,N,1,
f_f000031,2304300005,1,0,,음료;테이프,Y,1,
f_f000031,2304300007,1,0,,오겹살;항정살;등심;공기밥;물냉면;주류,N,1,
f_f000031,2304290003,1,3,,프링글스;펩시콜라;박카스,N,1,
f_f000031,2304290007,2,0,,컵밥;과자;커피;우유;물,N,1,
f_f000031,2305010001,2,0,,소금빵;모닝빵;맘모스빵;소보루빵,N,1,
f_f000031,2304300003,3,0,,갯배승선(왕복),N,1,2
f_f000031,2304300004,3,0,,달고나만들기 체험,N,1,1
f_f000031,2304290006,4,0,,,,,
f_f000031,2304300006,4,0,,,,,
f_f000031,2304290002,5,0,,,,,
f_f000031,2304290004,5,0,,,,,
f_f000031,2304290003,5,1,,,,,
f_f000031,2304300006,5,1,,,,,
f_f000031,2304290002,6,1,,,Y,1,
f_f000031,2304290004,6,2,,,Y,5,
f_f000032,2304280002,1,0,,아이스탕후루,N,1,
f_f000032,2304280003,1,0,,순대국;황태국,N,1,
f_f000032,2304290002,1,0,,중식부페,Y,1,
f_f000032,2304300001,1,0,,중식부페,Y,1,
f_f000032,2304290001,2,0,,진통제,N,1,
f_f000032,2304300004,2,1,,젤리,Y,1,
f_f000032,2304280005,3,0,,볼링,N,1,2
f_f000032,2304290003,3,0,,워터파크,Y,1,2
f_f000032,2304300002,3,0,,키즈카페,N,1,2
f_f000032,2304300003,3,1,,곤돌라탑승,Y,5,1
f_f000032,2304300003,4,0,,,,,
f_f000032,2304280004,5,0,,,,,
f_f000032,2304280006,5,0,,,,,
f_f000032,2304290004,5,0,,,,,
f_f000032,2304300004,5,0,,,,,
f_f000032,2304280002,5,1,,,,,
f_f000034,2304290002,1,0,,닭갈비 막국수,N,1,
f_f000034,2304290003,1,0,,감자빵 감자라떼 아메리카노,N,1,
f_f000034,2304290004,3,0,,소양강처녀상 관람,N,1,2
f_f000034,2304290004,4,1,,,,,
f_f000034,2304290003,4,2,,,,,
f_f000034,2304290004,5,2,,,,,
f_f000034,2304290003,5,3,,,,,
f_f000039,2305010006,1,0,,고추장 삼겹살;막국수;콜라,N,1,
f_f000039,2305020001,1,0,,닭개장;쿨피스,N,1,
f_f000039,2305030001,1,0,,된장소면;닭목살 소금구이;쫄깃살;콜라,N,1,
f_f000039,2305020003,2,0,,주류;과자;우유;쌈장;쌈,N,1,
f_f000039,2305010002,3,0,,워터파크 입장을 해서 실내존에서는 파도풀과 유스풀을 이용해서 물놀이를 하였고 슬라이드도 탔습니다. 야외존은 다 오픈하지 않아서 하나의 어트랙션만 이용하였습니다. 야외 유스풀은 물이 너무 차가워서 들어가지 못했습니다.,N,1,2
f_f000039,2305020002,3,0,,알파카 먹이주기 체험;공작새 가까이서 보기;앵무새 먹이주기 체험;양;낙타;사슴;사막여우 등 많은 동물들 관람,Y,1,1
f_f000039,2305030004,3,0,,케이블카를 타고 삼악산 중턱 전망대까지 다녀왔습니다.,N,1,2
f_f000039,2305030002,4,0,,,,,
f_f000039,2305030003,4,0,,,,,
f_f000039,2305010004,5,0,,,,,
f_f000039,2305010005,5,0,,,,,
f_f000039,2305020004,5,1,,,,,
f_f000044,2304280002,1,0,,돼지국밥;막국수,N,1,
f_f000044,2304280003,1,0,,커피;토스트,N,1,
f_f000044,2304280007,1,0,,한치모밀쟁반 대,Y,1,
f_f000044,2304290001,1,0,,황태콩나물국밥,N,1,
f_f000044,2304280004,4,2,,,,,
f_f000044,2304280006,5,0,,,,,
f_f000044,2304280008,5,0,,,,,
f_f000044,2304280002,5,1,,,,,
f_f000044,2304280003,5,1,,,,,
f_f000044,2304280004,5,3,,,,,
f_f000044,2304280005,6,0,,바이크(이륜차) 정비 입고,Y,5,
f_f000044,2304290002,6,0,,바이크(이륜차) 서스펜션 조정수리,Y,1,
f_f000264,2305200002,1,0,,김치찌개,Y,1,
f_f000264,2305200003,1,0,,딸기케이크;아메리카노,N,1,
f_f000264,2305210001,1,0,,크림짬뽕;짬뽕,Y,1,
f_f000264,2305200005,1,1,,삼겹살;순대곱창전골;소주;복분자주;과자;물,Y,2,
f_f000264,2305200004,4,1,,,,,
f_f000264,2305200004,5,2,,,,,
f_f000264,2305200005,5,2,,,,,
f_f000265,2305270003,1,0,,핫도그;아이스티. 재고부족으로 먹을것이없었음,N,1,
f_f000265,2305270002,1,3,,푸드코트에서 핫도그;아이스티/ 매점 컵라면;과자,N,1,
f_f000265,2305270003,1,3,,과자;음료,Y,4,
f_f000265,2305270003,3,1,,무진정낙화축제관람;축제참여인원이 너무많아서 안전상그리고취식;화장실부족 차량통제가심해3배이동시간더걸림 그러나 낙화를관람하는것은멋졌음,N,5,2
f_f000265,2305270002,4,1,,,,,
f_f000265,2305270003,4,2,,,,,
f_f000265,2305270002,5,2,,,,,
f_f000265,2305270002,7,0,,,,,
f_f000268,2305200003,1,0,,옛날왕돈까스;모듬돈까스세트,N,1,
f_f000268,2305200007,1,0,,양념과 소금닭갈비;돼지양념구이;된장찌개;김치찌개;비빔막국수,N,1,
f_f000268,2305210001,1,0,,소고기모듬전골;물가자미조림;돈까스,N,1,
f_f000268,2305200004,1,1,,고로케;꽈배기;찹쌀도넛;팥도넛,Y,1,
f_f000268,2305200004,2,0,,음료;물;라면,Y,1,
f_f000268,2305200006,2,0,,몰랑이제주 미니어처,N,1,
f_f000268,2305200006,2,1,,아이쇼핑 유리공예,N,5,
f_f000268,2305210002,3,0,,동해도째비골스카이밸리 스카이워크;해랑전망대;도째비언덕;자이언트슬라이드,Y,1,2
f_f000268,2305200008,4,0,,,,,
f_f000268,2305200005,5,0,,,,,
f_f000268,2305200009,5,0,,,,,
f_f000268,2305200002,6,0,,주유 및 세차,N,1,
f_f000269,2306030002,1,0,,분식류,N,2,
f_f000269,2306030005,1,0,,분식류,N,1,
f_f000269,2306040004,1,0,,닭갈비,N,1,
f_f000269,2306050001,1,0,,백반,N,1,
f_f000269,2306050002,1,0,,음료,N,1,
f_f000269,2306030007,2,0,,차용 약초 (옥수수 속대 및 수염),Y,1,
f_f000269,2306030009,2,0,,의류,N,1,
f_f000269,2306040005,2,0,,의류,Y,5,
f_f000269,2306040001,2,1,,땅콩차 및 간식류,Y,1,
f_f000269,2306030004,3,0,,김유정 문학관 및 생가 방문,Y,1,2
f_f000269,2306030006,3,0,,경비행기 시뮬레이션,N,1,1
f_f000269,2306040003,3,0,,VR체험,N,1,1
f_f000269,2306040006,3,0,,카누,Y,1,1
f_f000269,2306030003,4,0,,,,,
f_f000269,2306030008,4,0,,,,,
f_f000269,2306040002,4,0,,,,,
f_f000269,2306040001,6,0,,관광지 추천 및 쇼핑,N,5,
f_f000269,2306040007,99,0,,,,,
f_f000272,2305200004,1,0,,밀면(소),N,1,
f_f000272,2305200007,1,0,,우육탕면 10500원;빙홍차 3000원,N,1,
f_f000272,2305210002,1,0,,항정국밥 12000원,N,1,
f_f000272,2305210004,1,0,,불고기 프레첼 5500원 + 아메리카노 2000원,N,1,
f_f000272,2305210006,1,0,,카페라떼 6500원,N,1,
f_f000272,2305210008,1,0,,충무김밥 6000원,N,1,
